Kategori,Başlık,İçerik
Eğitim,Ara tatil 14 Kasım'da başlıyor,2022-2023 eğitim öğretim döneminin ilk ara tatili 14-18 Kasım tarihleri arasında yapılacak.
Eğitim,"MEB, 321 öğrenciyi lisansüstü eğitim için yurt dışına gönderecek","Milli Eğitim Bakanlığı, 321 öğrenciyi lisansüstü öğrenim için yurt dışına gönderecek. Öğrenciler, bakanlık bursuyla eğitim görecek. Adaylar, başvuru işlemlerini, 1 ile 11 Kasım tarihleri arasında yapabilecek."
Eğitim,Bakan Özer: En büyük önceliğimiz okul öncesi eğitimdeki okullaşma oranlarını artırmak,"Milli Eğitim Bakanı Mahmut Özer, son 1 yıldaki en büyük önceliklerinin, okul öncesi eğitimdeki okullaşma oranlarını artırmak olduğunu belirterek, yaptıkları atılımlarla 5 yaştaki okullaşma oranlarını, yüzde 65'ten yüzde 97'ye ulaştırdıklarını söyledi."
Eğitim,Aile Eğitim Programı'na yoğun ilgi,"Aile ve Sosyal Hizmetler Bakanı Derya Yanık, ""Aile Eğitim Programı'ndan bugüne kadar yaklaşık 3 milyon vatandaş yararlandı"" dedi."
Eğitim,Mesleki ve teknik eğitimde kariyer rehberliği dönemi,"Milli Eğitim Bakanlığı (MEB) ve üniversiteler iş birliğinde mesleki ve teknik eğitim liseleri ile meslek yüksekokullarının toplumdaki algısını güçlendirecek tanıtım faaliyetleri yürütülecek, bu alanda kariyer rehberliğinin etkinleştirilmesi amacıyla test bataryaları hazırlanacak ve pilot uygulama gerçekleştirilecek."
Eğitim,Mesleki eğitim merkezi öğrencilerinin sayısı 910 bine ulaştı,Mesleki eğitim merkezlerine kayıtlı öğrenci sayısı 10 ayda rekor artışla 159 binden 910 bine ulaştı.
Eğitim,MEB'den önemli karar: Evde eğitim alacak öğrencilerin işlemleri kolaylaşacak,"Milli Eğitim Bakanlığı (MEB) evde eğitim hizmeti alacak öğrenciler için işlemlerini kolaylaştıracak bir düzenleme getirdi. Yeni eklenen maddeye göre, ""durum bildirir sağlık kurulu raporları"" daha kolay alınabilecek."
Eğitim,Liseli Batuhan yapay zeka projesiyle ABD yolcusu,"Erzincan Fen Lisesi öğrencilerinden 17 yaşındaki Batuhan İpek, yazılım alanında hazırladığı yapay zeka projesiyle ABD'nin Dallas kentinde düzenlenecek Regeneron ISEF Bilim ve Mühendislik Yarışması'na katılacak."
Eğitim,Atık malzemeler meslek liselilerin elinde sanata dönüşüyor,"Düzce'de öğretmenlerinin sahilden topladığı taş ve deniz kabukları ile ağaç parçalarını işleyen meslek lisesi öğrencileri, atık malzemelerden sanatsal ürünler yaparak geri dönüşüme katkıda bulunuyor."
Eğitim,"Tarihi binada ""astronot"" olacaklar","Bursa'da restorasyonu süren tarihi medrese binası, çocuk üniversitesi olarak hizmete açılacak. Okulda, asli işlevine uygun olarak astronomi eğitimi verilecek."
Eğitim,Kız çocuklarının okullaşma oranı erkek çocukları geçti,"Milli Eğitim Bakanlığı, kız çocuklarının okullaşma oranının yüzde 95'e ulaştığını açıkladı."
Eğitim,KPSS cevap kağıtları erişime açıldı,2022-Kamu Personel Seçme Sınavı Lisans cevap kağıtları ve aday cevapları erişime açıldı.
Eğitim,KPSS Lisans sonuçları açıklandı,"2022-KPSS Lisans (Genel Yetenek-Genel Kültür, Eğitim Bilimleri, Alan Bilgisi ve ÖABT) sonuçları açıklandı. Sonuçlara https://sonuc.osym.gov.tr/ adresinden ulaşılabiliyor."
Eğitim,Öğretmenler gelecek nesiller için ormanda iki gün geçirdi,"Orman Okulu Projesi kapsamında Belgrad Ormanı'nda iki gün geçiren öğretmenler, doğada öğrendiklerini başta öğrencileri olmak üzere gelecek nesillere aktaracak."
Eğitim,Öğretmenlik Kariyer Basamakları Yazılı Sınavı Uygulama Kılavuzu yayımlandı,Milli Eğitim Bakanlığınca (MEB) 19 Kasım'da yapılacak Öğretmenlik Kariyer Basamakları Yazılı Sınavı Uygulama Kılavuzu yayımlandı. Sınav sonuçları da 12 Aralık 2022'den itibaren ilan edilecek.
Eğitim,Arabuluculuk Sınavı'na başvurular başladı: 26 Ekim son gün,"Ölçme, Seçme ve Yerleştirme Merkezi (ÖSYM), 2022 Adalet Bakanlığı Arabuluculuk Sınavı için başvuruların alınmaya başlandığını açıkladı. Başvurular 26 Ekim'e kadar devam edecek."
Eğitim,TRT TİKA koordinesi ile tecrübesini paylaşıyor: Özbekistan'da medya eğitimleri başladı,Özbekistan'da TRT ile TİKA'nın işbirliğinde medya eğitimleri başladı. TRT'den uzmanlar 5 gün boyunca medya çalışanlarına eğitim verecek.
Eğitim,Üniversitelerin eğitim-öğretim ve personel işlemleri dijital ortama taşınıyor,"Yükseköğretim Kurulu Başkanlığınca (YÖK), Yükseköğretimde Büyük Veri ve Dijitalleşme Projesi'yle üniversitelerin birim, program açma ve kapatma talepleri, bu ay itibarıyla yeni tasarlanan sistem üzerinden dijital ortamda alınacak."
Eğitim,DGS ek yerleştirme sonuçları açıklandı,Meslek yüksekokulları ile açıköğretim ön lisans programları mezunlarının lisans öğrenimine Dikey Geçiş Sınavı (2022-DGS) ek yerleştirme işlemleri sonuçlandı.
Eğitim,Öğretmen eğitim projesinde 190 bin öğretmene ulaşıldı,"Milli Eğitim Bakanlığı ve UNICEF iş birliğinde gerçekleştirilen ""Gelişim ve Öğrenmenin Değerlendirmesi Üzerine Öğretmen Eğitimi"" projesi devam ediyor. Milli Eğitim Bakanı Mahmut Özer, proje kapsamında yaklaşık 190 bin öğretmene ulaşıldığını açıkladı."
Eğitim,"TDV, yeni eğitim-öğretim yılında 2 bin 887 öğrenciye burs verecek","Türkiye Diyanet Vakfı, 2022-2023 eğitim öğretim yılında 97 ülkeden 2 bin 887 lise, lisans ve lisansüstü öğrencisine burs verecek."
Eğitim,Öğretmenlik Kariyer Basamakları Yazılı Sınavı'na başvuru süresi uzatıldı,"Milli Eğitim Bakanlığı, uzman öğretmen ve başöğretmen unvanı için Öğretmenlik Kariyer Basamakları Yazılı Sınav başvurusunu tamamlayamayanlara yarın saat 23.59'a kadar başvuru yapma hakkı tanındığını duyurdu."
Eğitim,Öğretmenlik Kariyer Basamakları Sınavı başvuru sonuçları açıklandı,"Uzman ve başöğretmenlik unvanı için sınav başvurusunda bulunanlar ile sınavdan muaf olanların başvuru sonuçları yayımlandı. Öğretmenler, MEBBİS ve e-Devlet şifreleri ile sisteme giriş yaparak sonuçları öğrenebilecek."
Eğitim,OECD'ye göre en az kadın akademisyen Japonya'da,"Japonya'daki kadın akademisyen oranının, İktisadi İşbirliği ve Gelişme Teşkilatının (OECD) karşılaştırılabilir 32 üyesi arasında en geride olduğu saptandı"
Eğitim,KPSS ön lisans soru kitapçığı ve cevap anahtarı yayımlandı,"Ölçme, Seçme ve Yerleştirme Merkezince (ÖSYM) bugün düzenlenen Kamu Personel Seçme Sınavı (KPSS) ön lisans oturumuna ait temel soru kitapçığı ile cevap anahtarları yayımlandı."
Eğitim,"Okullaşma oranı okul öncesinde yüzde 94'e, ortaöğretimde yüzde 95'e yükseldi","Milli Eğitim Bakanı Mahmut Özer, okul öncesinde 5 yaşta yüzde 78 olan okullaşma oranının yaklaşık yüzde 94'e, ortaöğretim kademesinde ise yüzde 90'dan yüzde 95,06'ya yükseldiğini açıkladı."
Eğitim,KPSS ön lisans oturumu sona erdi,"Ölçme, Seçme ve Yerleştirme Merkezince (ÖSYM) düzenlenen Kamu Personel Seçme Sınavı (KPSS) ön lisans oturumu sona erdi."
Eğitim,"MEB, 185 bin öğretmen ve 210 bin öğrenciye ilk yardım eğitimi verdi","Milli Eğitim Bakanı Mahmut Özer, 2022 başından itibaren 185 bin öğretmen, 210 bin öğrenci ve 20 bin velinin ilk yardım eğitimi almasını sağladıklarını söyledi."
Eğitim,İletişim Başkanlığından 'Mevlid-i Şerif' kitabı,"İletişim Başkanlığı tarafından Süleyman Çelebi’nin ""Mevlid-i Şerif"" olarak da bilinen ""Vesiletü’n Necat"" eserine dair kapsamlı bir kitap hazırlandı."
Eğitim,Bakan Özer: 1800'e yakın bağımsız anaokulunu 10 ay içerisinde bitirdik,"Milli Eğitim Bakanı Özer, şartları sağlayan 614 bin öğretmenin uzman öğretmenlik ve başöğretmenlik için başvurduğunu belirterek, ""Başvuran öğretmenlerin yüzde 99'u eğitimlerini tamamladı. Eğitimlerini tamamlayan öğretmenlerin yüzde 96'sı sınava başvurdu."" dedi."
Eğitim,Bakan Özer: Dağıtılan yardımcı kaynaklar ders kitaplarını geçmiş olacak,"Milli Eğitim Bakanı Mahmut Özer, ""İlk kez bir eğitim öğretim yılında dağıtılan yardımcı kaynaklar ders kitaplarını geçmiş olacak"" açıklamasını yaptı."
Eğitim,KPSS Din Hizmetleri Alan Bilgisi sınavı başvuruları başladı,"Ölçme, Seçme ve Yerleştirme Merkezi (ÖSYM), 2022-KPSS Din Hizmetleri Alan Bilgisi (DHBT) sınavı başvurularının başladığını duyurdu."
Eğitim,"Bakan Özer: Bizim derdimiz, öğretmenimizin koşullarını iyileştirmek","Milli Eğitim Bakanı Mahmut Özer, ""Öğretmenlik Meslek Kanunu, 3600, diğer haklar ve kariyer sistemiyle ilgili düzenlemelerle inşallah 2023 yılında, bu yılın sonunda, 2024 yılında yeni ilavelerle öğretmenlerimizi ve eğitim sistemimizi çok daha güçlü hale getirecek şekilde yeni açılımlarla güçlenmeye devam edecek"" dedi."
Eğitim,YTB ve Ankara Hacı Bayram Veli Üniversitesi arasında Türkçe eğitimi protokolü,"YTB ve Ankara Hacı Bayram Veli Üniversitesi arasında imzalanan Türkçe eğitimi protokolüne göre, 27 ülkeden 32 aday Türkiye'de ağırlanacak. Program kasım ayında başlayacak."
Eğitim,Siber güvenlik meslek yüksekokulları açılıyor,"Cumhurbaşkanlığı Dijital Dönüşüm Ofisi Başkanlığı ve YÖK arasında, siber güvenlik meslek yüksekokullarının ve programlarının açılmasına ilişkin protokol imzalandı. Protokol kapsamında, siber güvenlik alanında yetkin ve nitelikli iş gücü inşa edilmesi hedefleniyor."
Eğitim,DGS ek tercihleri alınmaya başlandı,"Ölçme, Seçme ve Yerleştirme Merkezince (ÖSYM), Dikey Geçiş Sınavı (DGS) kapsamında adayların ek tercihleri alınmaya başlandı."
Eğitim,Bakan Özer: Okullar ile veliler arasındaki para ilişkisini ortadan kaldırdık,"Milli Eğitim Bakanı Mahmut Özer, ""Okullara yaklaşık 4 milyar liralık bütçe gönderdik ve okulların hesaplarında 1 milyar 400 milyon lira da halen kullanılmayı bekliyor. Böylece okullar ile veliler arasındaki para ilişkisini ortadan kaldırdık."" dedi."
Eğitim,Uzman ve Başöğretmenlik Sınavı'na başvuru süresi uzatıldı,"Öğretmenlik Kariyer Basamakları Yazılı Sınavı'na başvurular, 6 Ekim Perşembe saat 23.59'a kadar yapılabilecek."
Eğitim,Matematik Dijital Eğitim Platformu hayata geçirildi,"Millî Eğitim Bakanlığınca, okul öncesinden üniversiteye tüm kademelerde matematik beceri ve yeterliklerini artırmak, öğrencilerin eğlenerek öğrenmelerini, öğretmenlerin ise matematik alanında mesleki gelişimlerini desteklemek amacıyla Matematik seferberliği kapsamında Matematik Dijital Eğitim Platformu kuruldu."
Eğitim,MEB'den ilkokul öğretmenlerine 'yeni nesil matematik' eğitimleri,"Milli Eğitim Bakanı Mahmut Özer, sınıf öğretmenlerinin matematik öğretim becerilerinin geliştirilmesi amacıyla ilk aşamada 100 bin sınıf öğretmenine bu konuda eğitim verileceğini duyurdu."
Eğitim,KPSS Öğretmenlik Alan Bilgisi Testi'nin sabah oturumu tamamlandı,"Ölçme, Seçme ve Yerleştirme Merkezi Başkanlığınca (ÖSYM) yapılan 2022-Kamu Personel Seçme Sınavı (2022-KPSS) Öğretmenlik Alan Bilgisi Testi'nin (ÖABT) ilk oturumu tamamlandı."
Eğitim,Öğrenciler 'teknoloji yıldızı' olmak için yarışıyor,"DENEYAP öğrenci seçme sınavı süreci 4. faz kapsamında yapılan uygulama sınavıyla devam ediyor. Sınav, 42 ilde eş zamanlı olarak düzenleniyor."
Eğitim,ALES başvuruları başladı,"Ölçme, Seçme ve Yerleştirme Merkezi (ÖSYM) Başkanlığınca 20 Kasım 2022'de uygulanacak, Akademik Personel ve Lisansüstü Eğitimi Giriş Sınavı (2022-ALES/3) başvuruları başladı."
Eğitim,"YÖK, KPSS ön inceleme raporunu bugün görüşecek","Yükseköğretim Kurulu (YÖK) Başkanı Erol Özvar, KPSS ön inceleme raporunun bugün YÖK Genel Kurulu'nda değerlendirileceğini söyledi."
Eğitim,İki bakanlık ve TRT'den ortak protokol: Çocuklara güvenli trafik eğitimi verilecek,"Çocuklarda trafik bilincinin geliştirilmesine yönelik İçişleri Bakanlığı, Milli Eğitim Bakanlığı ve TRT arasında ""Eğitim İşbirliği Protokolü"" imzalandı. Yapılacak çalışmalarla, öğrencilerde trafik güvenliği bilincinin erken yaşta oluşturulması amaçlanıyor."
Eğitim,KPSS Ön Lisans sınavına giriş belgeleri erişime açıldı,"Ölçme, Seçme ve Yerleştirme Merkezi (ÖSYM) Başkanlığınca 9 Ekim'de düzenlenecek Kamu Personel Seçme Sınavı (2022-KPSS) Ön Lisans sınavına giriş belgeleri erişime açıldı."
Eğitim,MEB'den iklim değişikliği çalışmalarında yeni yol haritası,"Milli Eğitim Bakanlığı (MEB) İklim Değişikliği Eylem Planı'na göre, 2025 sonu itibarıyla öğretim programları çevre ve iklim değişikliği konularına uyumlu güncellenecek, okullarda iklim atölyeleri ve yakın çevrede Milli Eğitim Tabiat Parkı kurulacak."
Eğitim,TUS sonuçları açıklandı,"Ölçme, Seçme ve Yerleştirme Merkezi (ÖSYM) Başkanlığınca 4 Eylül'de yapılan Tıpta Uzmanlık Eğitimi Giriş Sınavı (2022-TUS 2. Dönem) sonuçları açıklandı."
Eğitim,"Anadolu Üniversitesi 3,8 milyon kamu personeline uzaktan eğitim katkısı sunacak","Cumhurbaşkanlığı İnsan Kaynakları Ofisi ile Anadolu Üniversitesi arasında imzalanan iş birliği protokolüyle üniversitenin eğitim materyalleri 3,8 milyon kamu personelinin hizmetine sunulacak."
Eğitim,Öğrenci affıyla 43 yıl sonra üniversiteye döndü,"Öğrenci affıyla yeniden üniversiteli olan 70 yaşındaki Fahrettin Güngör, 43 yıl önce bırakmak zorunda kaldığı okuluna yeniden kayıt yaptırdı."
Eğitim,"Milli Eğitim Bakanlığı, İklim Değişikliği Eylem Planı hazırladı","Milli Eğitim Bakan Yardımcısı Petek Aşkar, hazırlanan İklim Değişikliği Eylem Planı'nın öncü niteliğinde olduğuna işaret ederek, ""Müfredattan farkındalık çalışmalarına, afetlerden çevre ve halk sağlığına ve geri dönüşümün yaratıcı konularına kadar geniş bir perspektifte ne yapacağımız ve neleri yapmayacağımızı artık daha iyi biliyoruz."" dedi."
Eğitim,MEB'den ilkokullarda yabancı dil öğretiminde yeni etkinlik,"Milli Eğitim Bakanlığınca (MEB) başlatılan ""yabancı dil seferberliği"" kapsamında ilkokul öğrencileri için dijital öğretim materyalleri ile desteklenmiş kitap setleri hazırlandı."
Eğitim,"Türkiye Maarif Vakfı, Türk Diline Hizmet Ödülü'ne layık görüldü","Türkiye Maarif Vakfı, Türk Diline Hizmet Ödülü'ne layık görüldü."
Eğitim,Neşet Ertaş Köy Yaşam Merkezi açılacak,"Milli Eğitim Bakanı Mahmut Özer, Kırşehir'de, Neşet Ertaş'ın köyünde, ekim ayı içinde ""Neşet Ertaş Köy Yaşam Merkezi"" açacaklarını açıkladı."
Eğitim,Uzman ve başöğretmenlik başvuruları başladı,"Uzman ve başöğretmenlik yazılı sınav başvuruları bugün başladı. Başvurular 3 Ekim'de sona erecek. Yazılı sınav, 19 Kasım 2022 Cumartesi günü yapılacak."
Eğitim,KPSS Lisans Alan Bilgisi soru kitapçıkları erişime açıldı,"Ölçme, Seçme ve Yerleştirme Merkezi Başkanlığı (ÖSYM), 2022-KPSS Lisans Alan Bilgisi oturumlarının temel soru kitapçıkları ve cevap anahtarlarını yayımladı."
Eğitim,Aile Okulu Projesi kapsamında bir ayda 137 bin aileye eğitim verildi,"Milli Eğitim Bakanı Mahmut Özer, aile yapısının olası risklere karşı daha korunaklı hale getirilmesinin amaçlandığı Aile Okulu Projesi kapsamında, bugüne kadar yaklaşık 137 bin aileye eğitim verildiğini söyledi."
Eğitim,KPSS'de son oturum bugün,"KPSS Lisans Alan Bilgisinin İşletme, Muhasebe, İstatistik bölümlerinin yer aldığı üçüncü ve son oturumu bugün saat 10.15'te yapılacak."
Eğitim,KPSS Alan Bilgisi ikinci oturumu sona erdi,"Ölçme, Seçme ve Yerleştirme Merkezi (ÖSYM) Başkanlığınca düzenlenen 2022-Kamu Personel Seçme Sınavı'nın (KPSS) Alan Bilgisi ikinci oturumu sona erdi. Alan Bilgisi üçüncü oturumu, yarın saat 10.15'te başlayacak."
Eğitim,Bakanlık başörtüsüyle staja alınmayan öğrencinin davasına müdahil olacak,"Aile ve Sosyal Hizmetler Bakanı Derya Yanık, İstanbul'da bir üniversite öğrencisinin okulu tarafından staj için yönlendirildiği koleje başörtüsü nedeniyle alınmadığı iddialarına ilişkin dava sürecine müdahil olacaklarını söyledi."
Eğitim,"MEB'den ""özel öğrenciler"" için özel program","Milli Eğitim Bakanlığı (MEB), 450 binin üzerindeki özel eğitim ihtiyacı olan öğrencinin eğitimlerinin desteklenmesi amacıyla okullarda uygulanmak üzere öğrenciye özgü bireyselleştirilmiş eğitim programı kılavuzu hazırladı."
Eğitim,KPSS sabah oturumu sona erdi,"Ölçme, Seçme ve Yerleştirme Merkezince (ÖSYM) Kamu Personel Seçme Sınavı (KPSS) Alan Bilgisinin kamu yönetimi, uluslararası ilişkiler, çalışma ekonomisi ve endüstri ilişkileri testlerinden oluşan birinci oturumu sona erdi. ınavın öğleden sonraki oturumu saat 14.45'te başlayacak."
Eğitim,"KPSS Lisans Alan Bilgisi yarın yapılacak, ÖSYM ""saat"" hatırlatması yaptı",Hafta sonu yapılacak KPSS lisans alan bilgisi sınavları öncesi Öğrenci Seçme Yerleştirme Merkezi (ÖSYM) memur adaylarını uyardı. Saat 10.00 ve 14.30'dan sonra adayların sınav binalarına alınmayacağı hatırlatıldı.
Eğitim,"Bakan Özer: 1,5 milyon öğrenciye ücretsiz yemek imkanı veriliyor","Milli Eğitim Bakanı Özer, 153 milyon ders kitabının, 136 milyon yardımcı kaynağın öğrencilere ulaştırıldığını belirterek, 1,5 milyon öğrenciye ücretsiz yemek imkanının verildiğini söyledi."
Eğitim,Bakan Koca'dan TUS açıklaması: 9 bin 911 kontenjan planlandı,"Sağlık Bakanı Fahrettin Koca, 4 Eylül'de düzenlenen Tıpta Uzmanlık Sınavı (TUS) kapsamında eğitim kurumlarında 9 bin 911 kontenjan planlandığını, kontenjan dağılımlarının kılavuzda yayımlanmak üzere ÖSYM'ye gönderildiğini açıkladı."
Eğitim,2022-KPSS ÖABT giriş belgeleri erişime açıldı,"ÖSYM, 2022-KPSS Lisans Öğretmenlik Alan Bilgisi Testi (ÖABT) giriş belgelerinin erişime açıldığını duyurdu."
Eğitim,Meslek liselerinden 8 ayda ekonomiye rekor katkı,Mesleki ve teknik ortaöğretim kurumlarının 2022 yılının 8 ayındaki geliri bir önceki döneme göre yüzde 243 artışla 1 milyar 75 milyon lirayı aşarak yeni bir rekora ulaştı.
Eğitim,"Türk Kızılay, bu yıl 10 milyon lira eğitim yardımı yaptı","Türk Kızılay, bu yıl 10 milyon 40 bin lira tutarında eğitim yardımıyla 62 bin 700 öğrenciye ulaştı."
Eğitim,YÖK'ten genç araştırmacılara yabancı dil destek programı,"Genç bilim insanlarının uluslararası dergilerde yabancı dilde yayın yapma becerilerini geliştirmek ve Türkiye'de yapılan bilimsel araştırmaları uluslararası düzeyde daha görünür kılmak için geliştirilen ""Akademik Yabancı Dil Desteği Projesi"" hayata geçiyor."
Eğitim,Başöğretmenlik eğitim programının süresi 25 Eylül'e kadar uzatıldı,"Milli Eğitim Bakanı Özer, başöğretmenlik eğitim programını tamamlayamayan ve süre uzatma talebinde bulanan bazı öğretmenlerin mağdur olmaması için süreyi 25 Eylül'e kadar uzattıklarını söyledi."
Eğitim,Çevre eğitimi ve iklim değişikliği dersi müfredata girdi,"Ortaokul 6, 7. veya 8. sınıf öğrencileri, bu yıl seçmeli ders olarak müfredata giren çevre eğitimi ve iklim değişikliği dersini görmeye başladı."
Eğitim,YKS ek yerleştirme sonuçları açıklandı,"Yükseköğretim Kurumları Sınavı (YKS) ek yerleştirme sonuçları açıklandı. Sonuçlara, ÖSYM'nin https://sonuc.osym.gov.tr/ adresinden ulaşılabiliyor."
DOSYA HABER,Oyuncaklar korku filmlerini aratmıyor,"Hiç korktuğunuz bir şeyi aynı zamanda merak ettiniz mi? Korku filmi izlemeyi sevenler bu duyguyu iyi bilir. Çünkü korktuğumuz pek çok şey bize ilginç de gelir. O nedenle korkarken bir yandan da parmaklarımızın arasından ""o şeye"" bakarız. Aynı şey çocuklar için de geçerli..."
Eğitim,KPSS soru kitapçığı ve cevap anahtarı yayımlandı,"ÖSYM, 2022-Kamu Personel Seçme Sınavı (KPSS) Lisans Genel Yetenek-Genel Kültür ve Eğitim Bilimleri oturumlarının temel soru kitapçığı diziliminde verilen sınav sorularını adayların erişimine açtı."
Eğitim,KPSS oturumları tamamlandı,"Ölçme, Seçme ve Yerleştirme Merkezince 31 Temmuz'da düzenlenen ancak iptal edildiğinden yeni takvime göre yeniden yapılan Kamu Personel Seçme Sınavı  Lisans oturumları tamamlandı."
Eğitim,KPSS takvimi yarın başlıyor,"İptal edilen 2022-KPSS Lisans Genel Yetenek-Genel Kültür ve Eğitim Bilimleri sınavları, yarın 81 il merkezi ve KKTC'nin başkenti Lefkoşa dahil 104 sınav merkezinde gerçekleştirilecek."
Eğitim,Köy yaşam merkezlerinin sayısı 1600'e ulaştı,"Milli Eğitim Bakanlığı (MEB), köy okullarının yeniden düzenlenmesiyle oluşturulan köy yaşam merkezlerinin sayısının 4 ayda 1600'e ulaştığını açıkladı."
Eğitim,ÖSYM'den KPSS adaylarına saat uyarısı,"Ölçme, Seçme ve Yerleştirme Merkezi Başkanlığından (ÖSYM), 2022-Kamu Personel Seçme Sınavı (KPSS) Lisans Genel Kültür-Genel Yetenek oturumları için adayların saat 10.00'dan, Eğitim Bilimleri oturumu için saat 14.30'dan sonra sınav binalarına alınmayacağı açıklandı."
Eğitim,"MEB, Milli Eğitim Uzmanlığı Yönetmeliği'nde değişikliğe gitti","Milli Eğitim Bakanlığı'nca (MEB) hazırlanan ""Milli Eğitim Uzmanlığı Yönetmeliğinde Değişiklik Yapılmasına Dair Yönetmelik"" Resmi Gazete'nin bugünkü sayısında yayımlandı."
Eğitim,YÖK'ten KPSS Lisans oturumu incelemesine ilişkin açıklama,"YÖK Başkanı Prof. Dr. Erol Özvar, 2022 KPSS'de çıkan bazı sorulara yönelik iddialarla ilgili kurulun incelemelerini tamamladığını belirterek ""Bir haftaya veya 15 güne kadar bu incelemenin sonuçlarını paylaşmış olacağız"" dedi."
Eğitim,YKS milli sporcu tercihleri başladı,Yükseköğretim Kurumları Sınavı (YKS) milli sporcu yerleştirme işlemleri için adaylardan tercihler alınmaya başlandı.
Eğitim,Türkiye yurt yatak sayısıyla Avrupa'da lider,"Son 20 yılda yapılan GSB yurtlarının kapasite sayısı 4,5 kattan fazla artış gösteren Türkiye, birçok Avrupa ülkesinin toplam yurt yatak rakamının toplamından fazla kayasiteyle öğrencilere hizmet veriyor."
Eğitim,Öğretmenlere öğretmenevlerinde yüzde 50 indirim,"Milli Eğitim Bakanı Mahmut Özer, bugünden itibaren öğretmenlerin, öğretmenevlerinde yüzde 50 indirimle konaklayabileceğini duyurdu."
Eğitim,Öğretmenlik Kariyer Basamakları Sınavı ikinci örnek soru kitapçığı yayımlandı,"Milli Eğitim Bakanlığınca (MEB), 19 Kasım'da yapılacak Öğretmenlik Kariyer Basamakları Yazılı Sınavı'na yönelik ikinci örnek soru kitapçığı yayımlandı."
Eğitim,SBÜ'de Jandarma adına eğitim görecek adayların sınav sonuçları açıklandı,"Sağlık Bilimleri Üniversitesinde (SBÜ), Jandarma Genel Komutanlığı nam ve hesabına öğrenim görecek adayların sınav sonuçları açıklandı."
Eğitim,KPSS alan bilgisi sınav giriş belgeleri erişime açıldı,"ÖSYM Başkanlığınca, 24-25 Eylül'de yapılacak KPSS lisans alan bilgisi oturumları sınava giriş belgeleri erişime açıldı. Adaylar giriş belgelerine ""https://ais.osym.gov.tr"" adresinden ulaşabilecekler."
Eğitim,Devlet korumasındaki 2 bin 333 çocuk yaz kampıyla sosyalleşti,"Aile ve Sosyal Hizmetler Bakanlığı'nın kuruluşlarında koruma ve bakım altında bulunan 10-18 yaş grubundaki 2 bin 333 çocuk, yaz döneminde düzenlenen kamplarla hem sosyalleşti hem de kültürel ve sportif etkinliklerle eğlendi."
Eğitim,"YÖK, 8 ayda 7 bin 13 denklik başvurusunu karara bağladı","Yükseköğretim Kurulu, (YÖK) yurt dışındaki üniversitelerden mezun olanların diplomalarını tanıma ve denklik işlemleri kapsamında, bu yılın sekiz ayında 7 bin 13 denklik başvurusunu karara bağladı. Başvuruların 3 bin 291'i ""denklik"" kararıyla sonuçlandı."
Eğitim,Bakan Özer'den yeni eğitim öğretim yılı mesajı,"Bakan Özer, yeni öğretim ve eğitim yılı mesajında, ""Yenilenmiş, iyileştirilmiş ve güçlendirilmiş okul iklimiyle yeni eğitim öğretim dönemine güçlü bir şekilde hazırız"" ifadelerine yer verdi."
Eğitim,Çevre dostu kütüphanenin ilk misafiri 'kumru' oldu,"Diyarbakır'da ""sıfır atık"" sloganıyla el ele veren öğretmenler ve öğrencilerin, velilerin de katkısıyla okula kazandırdığı çevre dostu kütüphanenin ilk misafiri ""kumru"" oldu."
Eğitim,YKS'de ek tercih başvuruları yarın sona erecek,"Ölçme, Seçme ve Yerleştirme Merkezi (ÖSYM) Başkanlığınca, 2022-Yükseköğretim Kurumları Sınavı (YKS) ek yerleştirme tercihleri yarın sona erecek."
Eğitim,Okullar açıldı: 19 milyon öğrenci bugün dersbaşı yaptı,Yaz tatili sona erdi. 2022-2023 eğitim-öğretim yılı başladı. Milyonlarca öğrenci ve öğretmen için ilk ders zili bugün çaldı.
Eğitim,"Ücretsiz yardımcı kaynaklar, ilk kez ders kitaplarıyla birlikte sıralarda olacak","Milli Eğitim Bakanlığı tarafından hazırlanan ücretsiz yardımcı kaynaklar, bu yıl ilk kez ders kitaplarıyla birlikte eğitim öğretim yılının başında öğrencilerin sıralarında olacak."
Eğitim,19 milyon öğrenci yarın ders başı yapacak,2022-2023 eğitim-öğretim yılı yarın başlıyor. Milyonlarca öğrenci ve öğretmen için ders zili çalacak.
Eğitim,Bingöl'de sınıflar yeni eğitim-öğretim yılı için süslendi,"Yeni eğitim öğretim yılı için okullarda hummalı çalışmalar sürerken, Bingöl’de öğretmenler tarafından sınıflar balon ve renkli kağıtlarla süslenerek eğitime hazır hale getirildi."
Eğitim,Şırnakta başvuru yapan tüm öğrenciler yurtlara yerleşti,"Şırnak Gençlik ve Spor İl Müdürü Abdullah Ayar, geçerli yurt başvurusunda bulunan öğrencilerin tamamının yurtlara yerleştirildiğini bildirdi."
Eğitim,Aile ve Sosyal Hizmetler Bakanlığı'ndan 1514 yaşlıya dijital okuryazarlık eğitimi,Aile ve Sosyal Hizmetler Bakanlığı tarafından 34 ildeki huzurevi ve çeşitli merkezlerde 1514 yaşlıya Dijital ve Finansal Okuryazarlık Eğitimi verildi.
Eğitim,MEB eğitim-öğretim istatistiklerini açıkladı,"Geçen eğitim-öğretim döneminde, okul öncesi eğitim, ilköğretim ve ortaöğretim düzeyinde 19 milyon 155 bin 571 öğrenci örgün eğitim aldı."
