Kategori,Başlık,İçerik
Spor,Trabzonspor Abdullah Avcı ile iç sahada daha az puan topladı,"Trendyol Süper Lig'de konuk ettiği Galatasaray'a 5-1 yenilen Trabzonspor, teknik direktör Abdullah Avcı yönetiminde iç sahada deplasmandan daha az puan topladı."
Spor,Galatasaray'ın jokeri Barış Alper Yılmaz,Barış Alper Yılmaz Galatasaray'ın jokeri oldu. 23 yaşındaki futbolcu bu sezon forma giydiği 33 maçta 5 farklı pozisyonda görev yaptı.
Spor,Beşiktaş ile Adana Demirspor 40. randevuda,"Trendyol Süper Lig'in 22. haftasında 23 Ocak Salı günü karşı karşıya gelecek Beşiktaş ile Adana Demirspor, bu kulvarda 40. kez rakip olacak."
Spor,Bisiklet turizminde hedef futbolu da golfü de geçmek,"Bisiklet Turizmi Derneği Başkanı Recep Şamil Yaşacan, Avrupa'nın bisiklet turizminden 52 milyar euro gelir elde ettiğini belirterek, Türkiye'de de bisiklet turizminin popüler hale getirilmesi için çalışmalar yapıldığını söyledi."
Spor,Türk futbolunun unutulmaz başkanı: İlhan Cavcav,"Türkiye futbol tarihinde transferler, teknik direktör değişiklikleri, altyapıya verdiği önem ve demeçleriyle iz bırakan Gençlerbirliği'nin efsane başkanı İlhan Cavcav, vefatının 7'nci yılında anılıyor."
Spor,Avustralya Açık'ta Medvedev çeyrek finale kaldı,"Sezonun ilk grand slam tenis turnuvası Avustralya Açık'ta tek erkeklerin 3 numaralı seribaşı Daniil Medvedev, Portekizli Nuno Borges'i 3-1 yenerek çeyrek finale yükseldi."
Spor,"Ağrı'da hakem kurulu istifa etti, müsabakalar oynanmadı","Türkiye Futbol Federasyonu (TFF) Merkez Hakem Kurulu (MHK) tarafından geçtiğimiz günlerde açıklanan klasman listelerine tepki gösteren Ağrı İl Hakem Kurulu istifa edince, oynanması gereken müsabakalara hakem atanmadığından dolayı ildeki tüm müsabakalar ertelendi."
Spor,Pendikspor ile Kasımpaşa karşı karşıya gelecek,Trendyol Süper Lig'in 22. haftasında Siltaş Yapı Pendikspor ile Kasımpaşa 23 Ocak Salı günü karşı karşıya gelecek.
Spor,"NBA'de Alperen Şengün ""triple-double"" yaptı","Amerikan Basketbol Ligi'nde (NBA) milli oyuncu Alperen Şengün'ün ""triple-double"" yaptığı maçta Houston Rockets, Boston Celtics'e 116-107 yenildi."
Spor,Edin Visca Süper Lig tarihine geçti,"Edin Visca istikrarlı futbolunun karşılığını rekor kırarak aldı. Trabzonspor'un Boşnak forveti 109 asistle, Süper Lig tarihinin en çok gol pası veren oyuncusu oldu."
Spor,Samsunspor bu sezon bir ilki başardı,"Yılport Samsunspor, Trendyol Süper Lig'de bu sezon ilk golü attığı tüm maçları kazanan Fenerbahçe’den puan alan tek takım oldu."
Spor,Milli boksör Gizem Özer'un gözü Paris Olimpiyatları'nda,"Milli boksör Gizem Özer, önemli bir başarıya daha imza atarak 8. kez Türkiye şampiyonu oldu. Milli sporcu, son zaferiyle birlikte gözünü Paris Olimpiyatları'na dikti."
Spor,Gaziantep FK'nın galibiyet hasreti 4 maça çıktı,"Trendyol Süper Lig'in 21. haftasında deplasmanda EMS Yapı Sivasspor ile 2-2 berabere kalan Gaziantep FK, 4 maçtır galip gelemiyor."
Spor,Gençlerbirliği İlhan Cavcav'ı andı,"Gençlerbirliği Kulübü, efsane başkanı İlhan Cavcav'ın vefatının 7'nci yılı dolayısıyla anma mesajı yayımladı."
Spor,Süper Lig'de 22. hafta heyecanı yaşanacak,"Trendyol Süper Lig'in 22. haftası, 23 Ocak Salı günü oynanacak müsabakalarla başlayacak."
Spor,Hatayspor Alanyaspor'u konuk edecek,"Atakaş Hatayspor, Trendyol Süper Lig'in 22. haftasında 23 Ocak Salı günü Mersin'de Corendon Alanyaspor ile karşılaşacak."
Spor,Atletizmde iki Türkiye rekoru kırıldı,İstanbul'da düzenlenen Atletizm Milli Takım Seçmeleri'nin ikinci gününde 2 yeni Türkiye rekoru kırıldı.
Spor,Galatasaray zirveyle puan farkını kapadı,"Trendyol Süper Ligi'nin 21. haftasında Trabzonspor'u deplasmanda 5-1 yenen Galatasaray, Trabzon'da zirveyle puan farkını kapadı."
Spor,Bayern Münih şampiyonluk yolunda yara aldı,"Almanya Birinci Futbol Ligi'nde (Bundesliga) oynanan maçta Bayern Münih, sahasında Werder Bremen'e 1-0 mağlup oldu."
Spor,Real Madrid geriye düştüğü maçı kazandı,"İspanya 1. Futbol Ligi'nin (La Liga) 21. haftasında Real Madrid, lig sonuncusu Almeria karşısında 2-0 yenik duruma düştüğü maçta sahadan 3-2 galip ayrıldı."
Spor,İsmail Kartal: Hiç beklemediğimiz bir beraberlikle maçı tamamladık,"Trendyol Süper Lig'in 21. haftasında konuk ettiği Yılport Samsunspor ile 1-1 berabere kalan Fenerbahçe'de teknik direktör İsmail Kartal, hiç beklemedikleri bir puan kaybı yaşadıklarını söyledi."
Spor,Galatasaray Trabzon’da hata yapmadı,"Trendyol Süper Lig'in 21. haftasında Galatasaray, deplasmanda Trabzonspor’u 5-1 mağlup etti. Galibiyetin gollerini Zaha, Kaan Ayhan ve Kerem Aktürkoğlu kaydetti."
Spor,Avustralya Açık'ta Sinner ve Rublev çeyrek finale yükseldi,"Sezonun ilk grand slam tenis turnuvası Avustralya Açık'ta tek erkeklerde, Jannik Sinner ve Andrey Rublev çeyrek finale çıktı."
Spor,Türkiye Kupası'nın son 16 turunda kura heyecanı yaşanacak,"Futbolda Ziraat Türkiye Kupası son 16 turu kura çekimi, 22 Ocak Pazartesi günü gerçekleştirilecek."
Spor,Alperen Şengün 37 sayı ile kariyer rekorunu kırdı,NBA'de milli basketbolcu Alperen Şengün'ün formasını giydiği Houston Rockets konuk ettiği Utah Jazz'ı uzatmalarda 127-126 mağlup etti. Maçta 42 dakika parkede kalan Alperen 37 sayı ile kariyer rekoru kırdı.
Spor,Milli judocuların sağlığı onlara emanet,Olimpiyatlara hazırlanan Paralimpik Judo Milli Takımı'nın sağlığı masöz Gamze Yıldız ve fizyoterapist Meliha Göçer'e emanet.
Spor,Eczacıbaşı Dynavit Boskovic ile sözleşme yeniledi,"Eczacıbaşı Dynavit Kadın Voleybol Takımı, dokuz yıldır turuncu-lacivertli formayı giyen takım kaptanlarından Tijana Boskovic ile sözleşme yeniledi."
Spor,Attila Szalai Freiburg'ta,"Bundesliga ekibi Freiburg, TSG Hoffenheim'da forma giyen Macar defans oyuncusu Attila Szalai'yi sezon sonuna kadar kiralık olarak kadrosuna kattı."
Spor,Fenerbahçe sahasında puan kaybetti,"Trendyol Süper Lig'in 21. hafta karşılaşmasında Fenerbahçe, sahasında Yılport Samsunspor ile 1-1 berabere kalarak liderliğini sürdürdü."
Spor,Konyaspor Antalyaspor'la berabere kaldı,"Trendyol Süper Lig'in 21. haftasında TÜMOSAN Konyaspor, sahasında Bitexen Antalyaspor ile 1-1 berabere kaldı."
Spor,Milli tenisçi Atakan Karahan Avustralya Açık'ta 2. tura çıktı,"Milli sporcu Atakan Karahan, sezonun ilk grand slam tenis turnuvası Avustralya Açık’ın gençler kategorisinde 2. tura yükseldi."
Spor,Sivas'da kazanan çıkmadı,Trendyol Süper Lig'in 21. haftasında EMS Yapı Sivasspor ile Gaziantep FK arasındaki karşılaşma 2-2 sona erdi.
Spor,"Ultra maraton yüzücüsü Bengisu Avcı'dan ""7 Okyanus"" hedefi","İngiltere ile Fransa arasındaki Manş Denizi'ni yüzerek en hızlı geçen Türk kadını olan ultra maraton yüzücüsü Bengisu Avcı, ""7 Okyanus-Oceans Seven"" parkurlarından 4'üncüsü olan ve gelecek ay Yeni Zelanda'da yapılacak ""Cook Strait"" rekor denemesi için Çanakkale Boğazı'nda antrenman yapıyor."
Spor,Muhammed Bozdağ'dan Kış Gençlik Olimpiyatları'nda ilk madalya,"Milli sporcu Muhammed Bozdağ, 2024 Gangwon Kış Gençlik Olimpiyatları'ndaki kısa kulvar sürat pateni erkekler 1000 metre finalinde 2'nci olarak Türkiye'ye organizasyon tarihindeki ilk madalyasını getirdi."
Spor,Milli tenisçi Ergi Kırkın'dan çifte şampiyonluk,"Milli tenisçi Ergi Kırkın, Katar'da düzenlenen M25 Doha Turnuvası'nda teklerde de şampiyon oldu."
Spor,EHF Avrupa Kupası'nda Yalıkavak çeyrek finalde,"Hentbol EHF Kadınlar Avrupa Kupası son 16 turu ikinci maçında Armada Praxis Yalıkavak, evinde Yenimahalle Belediyespor'u 36-23 mağlup etti."
Spor,Beşiktaş'ta Fernando Santos'tan 4 değişiklik,"Trendyol Süper Lig'in 21. haftasında Siltaş Yapı Pendikspor'a konuk olan Beşiktaş, son maçına göre kadroda 4 değişiklikle sahaya çıktı."
Spor,Trabzonspor Galatasaray maçına hazır,"Trabzonspor'da, Trendyol Süper Lig'in 21. haftasında yarın sahasında Galatasaray ile yapacağı karşılaşmanın hazırlıkları sona erdi."
Spor,Pendikspor Beşiktaş'ı 4 golle geçti,"Siltaş Yapı Pendikspor, Trendyol Süper Lig'in 21. haftasında konuk ettiği Beşiktaş'ı 4-0 mağlup etti."
Spor,Adana'da kazanan yok,Trendyol Süper Lig'in 21. haftasında oynanan Yukatel Adana Demirspor-MKE Ankaragücü maçı 1-1 sona erdi.
Spor,Abdülkadir Ömür'ün talipleri artıyor,Trabzonspor'da A takımdan ayrı çalışmasına karar verilen Abdülkadir Ömür'ün talipleri artıyor.
Spor,Samsunspor Douglas Costa ile anlaştı,"Trendyol Süper Lig ekiplerinden Yılport Samsunspor, son olarak Amerikan Futbol Ligi (MLS) takımlarından LA Galaxy’de forma giyen Brezilyalı kanat oyuncusu Douglas Costa ile her konuda anlaşmaya vardı."
Spor,Filenin Efeleri'nin Milletler Ligi'ndeki maç programı açıklandı,"A Milli Erkek Voleybol Takımı, 2024 yılındaki ilk sınavını Voleybol Milletler Ligi’nde (VNL) verecek."
Spor,Fatih Karagümrük ile Başakşehir yenişemedi,Trendyol Süper Lig'in 21. haftasında oynanan VavaCars Fatih Karagümrük-RAMS Başakşehir maçı 1-1 sona erdi.
Spor,Alanyaspor uzatmada kazandı,"Corendon Alanyaspor, Trendyol Süper Lig'in 21. haftasında konuk ettiği Çaykur Rizespor'u 2-1 yendi."
Spor,Kayserispor'da İstanbulspor karşında tek hedef kazanmak,"Süper Lig ekiplerinden Mondihome Kayserispor, 22 Ocak Pazartesi günü ligin 21. haftasında İstanbulspor'u konuk edecek. Ligde son oynadığı 5 maçtan mağlubiyetle ayrılan Kayserispor bu maçla kötü gidişatına ""dur"" demek istiyor."
Spor,Filenin Sultanları 2024 Milletler Ligi Japonya maçıyla başlayacak,A Milli Kadın Voleybol Takımı'nın 2024 Milletler Ligi'nde oynayacağı maçların programı belli oldu.
Spor,Sivasspor Kerem Atakan Kesgin'i kiraladı,"Süper Lig ekiplerinden EMS Yapı Sivasspor, Beşiktaş'ta forma giyen Kerem Atakan Kesgin'i sezon sonuna kadar kiraladı."
Spor,Kasımpaşa 3 puanı 3 golle aldı,"Kasımpaşa, Trendyol Süper Lig'in 21. haftasında konuk ettiği Atakaş Hatayspor'u 3-0 yendi."
Spor,Galatasaray Trabzonspor maçına hazır,"Galatasaray, Trendyol Süper Lig'in 21. haftasında 21 Ocak Pazar günü deplasmanda Trabzonspor ile yapacağı maçın hazırlıklarını tamamladı."
Spor,Hatay'da gençler depremin psikolojisini ringde atıyor,"Hatay'da kick boks tutkunu gençler, spor yaparak deprem psikolojisini atlatırken bir yandan da şampiyonluk için ter döküyor."
Spor,Uluslararası Edirne Maratonu ertelendi,"Balkan Ülkeleri Dostluk Grubu Spor Kulübü Başkanı Önder Akdağ, 21 Nisan Pazar günü yapılması planlanan 9. Uluslararası Edirne Maratonu'nun aynı tarihteki Akademik Personel ve Lisansüstü Eğitimi Giriş Sınavı (ALES) nedeniyle 1 Eylül'e ertelendiğini duyurdu."
Spor,Maça çıkamayan basketbol antrenörü yerine cansız mankenini gönderdi,"Burdur'da bir basketbol antrenörü, bir yıl maçlardan men cezası alınca oyuncularına moral olsun diye okul sporları müsabakası basketbol final maçına hazırladığı cansız mankenini gönderdi."
Spor,Yankı Erel-Ergi Kırkın ikilisi Katar'da şampiyon oldu,"Milli tenisçiler Yankı Erel ile Ergi Kırkın, Katar'da düzenlenen M25 Doha Turnuvası'nda çift erkekler kategorisinde şampiyonluğa ulaştı."
Spor,Konyaspor ile Antalyaspor 26. randevuda,"Trendyol Süper Lig'in 21. haftasında 21 Ocak Pazar günü karşılaşacak TÜMOSAN Konyaspor ile Bitexen Antalyaspor, ligde 26. kez rakip olacak."
Spor,Namağlup Karaköprü Belediyespor şampiyonluğu hedefliyor,"TFF 3. Lig 3. Grup'ta oynadığı 14 maçta yenilmeyen Karaköprü Belediyespor, şampiyon olarak bir üst lige çıkmayı hedefliyor."
Spor,Transfer yasağı olan Erzurumspor ligde kalmak istiyor,"Trendyol 1. Lig ekiplerinden Erzurumspor FK'nin başkanı Ahmet Dal, transfer yasağı nedeniyle kadroyu güçlendiremediklerini, buna rağmen ortaya koyacakları mücadeleyle ligde kalmak istediklerini belirtti."
Spor,"Samsunspor'da 35 yıldır aynı acı, aynı özlem",Samsunspor kafilesinin 20 Ocak 1989'da Havza ilçesinde geçirdiği trafik kazasının 35. yılı dolayısıyla olayın yaşandığı yerde anma programı gerçekleştirildi.
Spor,Türk okçuluğu takım halinde ilk olimpiyat madalyasını Paris'te almak istiyor,"Okçuluk Milli Takımlar Teknik Direktörü Göktuğ Ergin, ""En büyük hayalim, hedefim takım halinde olimpiyat madalyası almayı başarmak. Fiziksel olarak hazırız, zihinsel olarak da süreci iyi yönetirsek Türk okçuluğu olarak inşallah en büyük hayalimize kavuşacağız."" dedi."
Spor,"Avustralya Açık'ta Alcaraz, 4. turda","Sezonun ilk grand slam tenis turnuvası Avustralya Açık'ta tek erkeklerde dünya 2 numarası İspanyol raket Carlos Alcaraz, dördüncü tura çıktı."
Spor,Sivasspor 4 takviye yapmayı planlıyor,"EMS Yapı Sivasspor Teknik Direktörü Bülent Uygun, ara transfer döneminde 4 oyuncu transfer etmeyi planladıklarını söyledi."
Spor,Fenerbahçe sevgisi sınırları aştı,"Çocukluğundan beri Fenerbahçe taraftarı olan Türk asıllı Kuzey Makedonyalı Muamer Kodjadjık, Fenerbahçe'ye olan hayranlığını yaşamını sürdürdüğü Kırçova şehrine taşıdı."
Spor,İstanbulspor'da Osman Zeki Korkmaz dönemi,"Hakan Yakın'la yollarını ayıran İstanbulspor, eski teknik direktörü Osman Zeki Korkmaz'ı göreve getirdi."
Spor,Sivasspor Gaziantep FK'yi konuk edecek,"EMS Yapı Sivasspor, Trendyol Süper Lig'in 21. haftasında 21 Ocak Pazar günü Gaziantep FK'yi ağırlayacak."
Spor,Süper Lig'de dev mücadele,"Trabzonspor, Trendyol Süper Lig'in 21. haftasında 21 Ocak Pazar günü Galatasaray ile sahasında karşılaşacak."
Spor,NBA'de heyecan devam ediyor,"Amerikan Basketbol Ligi'nde (NBA) Phoenix Suns, deplasmanda New Orleans Pelicans'ı 123-109 mağlup ederek üst üste 4. galibiyetini aldı."
Spor,Fenerbahçe ile Samsunspor 62. randevuda,"Trendyol Süper Lig'in 21. haftasında 21 Ocak Pazar günü oynanacak Fenerbahçe ile Samsunspor, lig tarihindeki 62. mücadeleye çıkacaklar."
Spor,"Hakan Çalhanoğlu attı, Inter İtalya Süper Kupası’nda finale çıktı","Inter, Suudi Arabistan’ın başkenti Riyad’da oynanan İtalya Süper Kupası yarı finalinde Lazio’yu 3-0 yenerek finalde Napoli’nin rakibi oldu. Inter’de milli futbolcu Hakan Çalhanoğlu, 50’nci dakikada kullandığı penaltıda takımını 2-0 öne geçiren golün altına imzasını attı."
Spor,İstanbulspor Hakan Yakın'la yollarını ayırdı,"Trendyol Süper Lig ekiplerinden İstanbulspor, teknik direktör Hakan Yakın'la yollarını ayırdı."
Spor,Performansıyla göz dolduran Zonguldak Spor Basket 67 zirveyi sevdi,"Türkiye Kadınlar Basketbol Ligi'nde (TKBL) ilk yarıyı zirvede tamamlayan ve ikinci yarıda da 3'te 3 yaparak yoluna devam eden Zonguldak Spor Basket 67, Süper Lig'e adını yazdırmak istiyor."
Spor,Kasımpaşa Oğulcan Çağlayan'ı renklerine bağladı,"Kasımpaşa, Gaziantep FK'dan ayrılan futbolcu Oğulcan Çağlayan'ı kadrosuna dahil etti."
Spor,Galatasaray'da Mauro Icardi takımla çalıştı,"Galatasaray, Trendyol Süper Lig'in 21. haftasında 21 Ocak Pazar günü deplasmanda Trabzonspor ile yapacağı karşılaşmanın hazırlıklarına başladı."
Spor,Bakan Bak: Branş çeşitliliğinde geldiğimiz nokta gurur verici,"Gençlik ve Spor Bakanı Osman Aşkın Bak, ""Branş çeşitliliğinde geldiğimiz nokta gurur verici."" dedi."
Spor,Fatih Karagümrük'te Kerem Atakan Kesgin'in sözleşmesi feshedildi,VavaCars Fatih Karagümrük'te Beşiktaş'tan kiralanan Kerem Atakan Kesgin'in sözleşmesi feshedildi.
Spor,2024 Dakar Rallisi'nde heyecan sürüyor,"2024 Dakar Rallisi'ni otomobil kategorisinde İspanyol Carlos Sainz, motosiklette ise ABD'li Ricky Brabec kazandı."
Spor,"Yüksekova kristal kar örtüsüyle ""kayak sporunun parlayan yıldızı"" oldu","Son yıllarda yapılan yatırımlar ve verilen destekler sayesinde kayak sporunun geliştiği Hakkari'nin Yüksekova ilçesi, kristal kar örtüsüyle bu alanda önemli organizasyonlara da ev sahipliği yapmaya başladı."
Spor,Manisa Büyükşehir Belediyespor taraftar desteğinin artmasını istiyor,"Türkiye Sigorta Basketbol Süper Ligi ekiplerinden Manisa Büyükşehir Belediyespor'un oyun kurucularından Dorukhan Engideniz, her zaman yanlarında hissettikleri taraftar desteğine ligin kalan bölümünde daha fazla ihtiyaç duyduklarını söyledi."
Spor,Trabzonspor Abdullah Avcı ile büyük maçlarda göz dolduruyor,"Trendyol Süper Lig'in 21. haftasında 21 Ocak Pazar günü Galatasaray'ı konuk edecek Trabzonspor, teknik direktör Abdullah Avcı yönetiminde üç büyük rakibi ile yaptığı maçlarda sergilediği mücadeleyle göz doldurdu."
Spor,Gaziantep FK golcüsünü arıyor,"Gaziantep FK Başkanı Memik Yılmaz, ara transfer döneminde golcü oyuncu almak için çalışmaları sürdürdüklerini söyledi."
Spor,Karla kaplı Allahuekber Dağı kış tırmanışı için dağcıları ağırlıyor,"Erzurum, Kars ve Ardahan illerinin sınırlarında uzanan tektonik yapılı 3 bin rakımın üstündeki Allahuekber Dağı, karla kaplı zirvesiyle kış tırmanışı yapmak isteyen dağcıları ağırlıyor."
Spor,Alanyaspor Çaykur Rizespor ile karşılaşacak,"Corendon Alanyaspor, Trendyol Süper Lig'in 21. haftasında 20 Ocak Cumartesi gün Çaykur Rizespor'u ağırlayacak."
Spor,Kadrosunu güçlendiren Hakkarigücü üst sıraları hedefliyor,"Turkcell Kadın Futbol Süper Ligi ekiplerinden Hakkarigücüspor, kadrosuna kattığı yeni futbolcularla ligin ikinci yarısında istikrarlı performans sergileyip üst sıralara yerleşmeyi hedefliyor."
Spor,Emre Belözoğlu'na anne tavsiyesi: Faruk Başkanı yalnız bırakma,"MKE Ankaragücü Teknik Direktörü Emre Belözoğlu, sarı-lacivertli takımı çalıştırmaktan dolayı büyük bir şeref duyduğunu belirterek, yaşanan olaylardan sonra annesinin kendisine ""Faruk Başkanı yalnız bırakmayacaksın.” nasihatini verdiğini söyledi."
Spor,Ekstrem sporcuları Erzurum'da 230 metre yükseklikteki kayalıklardan atladı,"Ekstrem sporcularının, Uluslararası Sakin Kentler Birliğince (Cittaslow) ""Türkiye'nin 11. sakin kenti"" seçilen Erzurum'un Uzundere ilçesinde 230 metre yükseklikteki kayalıklardan atlayışları nefes kesti."
Spor,Okan Buruk ile Abdullah Avcı 16. kez rakip olacak,"Galatasaray Teknik Direktörü Okan Buruk ile Trabzonspor Teknik Direktörü Abdullah Avcı, Trendyol Süper Lig'de 21 Ocak Pazar günü oynanacak maçla birlikte 16. kez rakip olacak."
Spor,Türk boksör Seren Ay Çetin dünyanın 1 numarası olma yolunda,"Dünya Boks Konseyi (WBC) gümüş kemer sahibi Seren Ay Çetin, kariyerinin en önemli maçına çıkacak. Dünyanın 1 numarası olmak isteyen Seren Ay Çetin, 24 Şubat Cumartesi günü Danimarka'da Dina Thorslund ile WBC ve WBO dünya şampiyonluğu unvan maçında mücadele edecek."
Spor,Antalyaspor ligde 3 ve 4'üncülüğü zorlayacak,"Antalyaspor Başkanı Sinan Boztepe, ligdeki ilk 2 sıradaki takımın makası açtığını, kendilerinin de 3'üncülük ve 4'üncülüğü zorlayacaklarını söyledi."
Spor,Trabzonspor'da Abdülkadir Ömür ve Umut Bozok kadro dışı bırakıldı,"Trabzonspor'da, oyuncular Abdülkadir Ömür ve Umut Bozok kadro dışı bırakıldı."
Spor,Fatih Karagümrük Başakşehir'i ağırlayacak,"VavaCars Fatih Karagümrük ile RAMS Başakşehir FK, Trendyol Süper Lig'in 21. haftasında yarın karşı karşıya gelecek."
Spor,Avustralya Açık'ta Sabalenka ve Sinner 4. turda,Sezonun ilk grand slam tenis turnuvası Avustralya Açık'ta tek kadınlarda son şampiyon Aryna Sabalenka ile tek erkeklerde Jannik Sinner ve Stefanos Tsitsipas dördüncü tura çıktı.
Spor,Trabzonspor-Galatasaray maçının hakemi açıklandı,Trendyol Süper Lig'in 21. haftasında yapılacak maçları yönetecek hakemler açıklandı.  Trabzonspor-Galatasaray maçını hakem Abdülkadir Bitigen yönetecek.
Spor,NBA'de heyecan devam ediyor,"Amerikan Basketbol Ligi'nde (NBA) oynanan maçta Utah Jazz'ı deplasmanda 134-129 yenen Oklahoma City Thunder, rakibinin altı maçlık galibiyet serisine son verdi."
Spor,Kasımpaşa Hatayspor ile karşılaşacak,"Kasımpaşa, Trendyol Süper Lig'in 21. haftasında 20 Ocak Cumartesi günü sahasında Atakaş Hatayspor'la karşılaşacak."
Spor,Adana Demirspor MKE Ankaragücü'nü konuk edecek,"Yukatel Adana Demirspor, Trendyol Süper Lig'in 21. haftasında 20 Ocak Cumartesi günü MKE Ankaragücü'nü konuk edecek."
Spor,Pendikspor Beşiktaş'ı ağırlayacak,"Siltaş Yapı Pendikspor, Trendyol Süper Lig'in 21. haftasında 20 Ocak Cumartesi günü Beşiktaş'ı ağırlayacak."
Spor,Galatasaray Christian Luyindama'nın sözleşmesini feshetti,"Galatasaray Kulübü, sezonun ilk yarısında lisansını çıkarmadığı Christian Luyindama'nın sözleşmesini feshetti."
Spor,Türkiye Kupası'nda son 16 turuna yükselen takımlar belli oldu,"Ziraat Türkiye Kupası'nda 5. tur maçlarının tamamlanmasıyla son 16'ya kalan takımlar belli oldu. Son 16 turunda Trendyol Süper Lig'den 13, Trendyol 1. Lig'den 2 ve TFF 2. Lig'den bir ekip yer alıyor."
Spor,Sultanlar Ligi'nin 40. yılı kutlandı,"Vodafone Sultanlar Ligi'nin 40. yılı, Ortaköy'deki Esma Sultan Yalısı'nda düzenlenen etkinlikle kutlandı."
Spor,Galatasaray kupada hata yapmadı,"Ziraat Türkiye Kupası 5. Tur maçında Galatasaray, sahasında karşılaştığı Ümraniyespor’u 4-1 mağlup ederek adını son 16'ya yazdırdı."
Spor,THY Avrupa Ligi'nde Anadolu Efes Barcelona'yı yendi,"Basketbol THY Avrupa Ligi'nin 22. haftasında Anadolu Efes, sahasında İspanya temsilcisi Barcelona'yı 98-74 yendi."
Spor,Asya Kupası'nda Filistin Birleşik Arap Emirlikleri ile berabere kaldı,Katar'ın ev sahipliğinde düzenlenen ve elde edilecek bilet gelirlerinin İsrail'in saldırıları altındaki Filistinlilere destek için bağışlanacağı Asya kıtasının en prestijli futbol turnuvası Asya Kupası'na 3 maçla devam edildi.
Spor,Fenerbahçeli futbolcu Fred'in oğlu oldu,Fenerbahçe'nin Brezilyalı futbolcusu Fred Rodrigues'in oğlu oldu.
Spor,NBA All-Star'da Alperen Şengün 6. sıradaki yerini korudu,Amerikan Basketbol Ligi'nde (NBA) 18 Şubat'ta oynanacak 2023-2024 sezonu All-Star maçı için devam eden taraftar oylamasında 3. sonuçlar açıklandı.
Spor,Fenerbahçe Parolapara CEV'de çeyrek finalde,"Voleybol Erkekler CEV Kupası play-off turunda 3-1 kaybettiği maçın rövanşında Ukrayna'nın Prometey ekibini 3-0 yenen Fenerbahçe Parolapara, altın seti de 15-11 kazanarak çeyrek finale yükseldi."
Spor,Trabzonspor kupada son 16'da,"Ziraat Türkiye Kupası 5. Tur maçında Trabzonspor, sahasında Manisa Futbol Kulübü'nü 3-1 mağlup ederek son 16'ya kaldı."
Spor,PFDK'dan Galatasaray ve Fenerbahçe'ye para cezası,"Profesyonel Futbol Disiplin Kurulu, Galatasaray ve Fenerbahçe'ye para cezası verdi."
Spor,Adana Demirspor'da Hikmet Karaman dönemi,rendyol Süper Lig ekiplerinden Yukatel Adana Demirspor'un yeni teknik direktörü Hikmet Karaman oldu.
Spor,Konyaspor Türkiye Kupası'nda son 16'da,"Ziraat Türkiye Kupası 5. Turu'nda normal süresi 1-1 sona eren maçta Konyaspor, uzatma bölümlerinde Göztepe'yi 2-1 mağlup ederek son 16 turuna yükseldi."
Spor,CAS fazla kiloları sebebiyle tek taraflı feshi haklı buldu,"Futbolda emsal niteliğindeki bir kararla; Uluslararası Spor Tahkim Mahkemesi (CAS), İspanya temsilcisi Sevilla'yı, fazla kilolarını veremediği gerekçesiyle sözleşmesini 2021 yılında tek taraflı feshettiği Fransız futbolcu Joris Gnagnon'a karşı haklı buldu."
Spor,Hokeyde milli takım seçmeleri Ankara ve Trabzon'da yapılacak,"Hokeyde kadın ve erkek milli takımlarının seçmesinin yapılacağı hazırlık kampları, Ankara ve Trabzon'da gerçekleştirilecek."
Spor,Deian Sorescu Gaziantep FK’da,"Gaziantep Futbol Kulübü, Polonya Ligi takımlarından Rakow Czestochoea forması giyen orta saha oyuncusu Deian Sorescu’yu sezon sonuna kadar kadrosuna kattı."
Spor,Gençlerbirliği Kayserispor'u 90+4'te yenerek turladı,"Trendyol 1. Lig ekiplerinden Gençlerbirliği, Ziraat Türkiye Kupası 5. eleme turunda Trendyol Süper Lig ekiplerinden Mondihome Kayserispor'u 2-1 yenerek adını son 16 turuna yazdırdı."
Spor,Başakşehir İsrailli futbolcu Eden Karzev ile yollarını ayırdı,"Başakşehir Futbol Kulübü, disiplin süreci sonucunda İsrailli futbolcu Eden Karzev'in kariyerini yurt dışında sürdürmesine karar verildiğini duyurdu."
Spor,2024 Dakar Rallisi'nin 11. etabı tamamlandı,"2024 Dakar Rallisi'nin 11. etabını otomobil kategorisinde Fransız Guerlain Chicherit, motosiklet sınıfında Botsvanalı Ross Branch kazandı."
Spor,UEFA yetkilileri TFF'yi ziyaret etti,"UEFA yetkililerinden oluşan bir heyet, 16-17-18 Ocak tarihlerinde Türkiye Futbol Federasyonu'na ziyarette bulundu."
Spor,Adanaspor'da Mustafa Kaplan dönemi sona erdi,"Trendyol 1. Lig ekiplerinden Adanaspor, teknik direktör Mustafa Kaplan ile yollarını ayırdı."
Spor,Sivasspor kupada sürprize izin vermedi,"EMS Yapı Sivasspor, Ziraat Türkiye Kupası 5. eleme turunda Trendyol 1. Lig ekiplerinden Ankara Keçiörengücü'nü 3-2 yenerek son 16'ya kaldı."
Spor,Genç milli eskrimciler 3 ülkede mücadele edecek,Genç milli eskrimciler hafta sonunda 3 ülkede piste çıkacak.
Spor,Rizespor'da Sinan Osmanoğlu ile yollar ayrıldı,"Trendyol Süper Lig ekiplerinden Çaykur Rizespor, Sinan Osmanoğlu ile yollarını ayırdı."
