Kategori,Başlık,İçerik
Sağlık,Mesai dışı poliklinik uygulaması birçok ilde yaygınlaşıyor,Sağlık Bakanlığı'nın mesai dışı poliklinik uygulaması birçok ilde yaygınlaşıyor. Yozgat Şehir Hastanesi'nde de başlatılan hizmetten vatandaşlar çarşamba günleri yararlanabiliyor.
Sağlık,'Elektronik Vaka Sistemi' ile vakalara hızlı müdahale,"Acil sağlık hizmetlerinin hızlandırılması amacıyla uygulanmaya başlanan Elektronik Vaka Sistemi (EVS) Projesi kapsamında İstanbul'daki acil sağlık ekiplerine, vaka adresleri ve bilgilerine daha hızlı ve detaylı ulaşabilmeleri için tablet dağıtıldı."
Sağlık,Bakan Koca açıkladı: Şehir hastanelerinin sayısı 36'ya çıkacak,"Sağlık Bakanı Fahrettin Koca, şehir hastanelerinin sayısının 20'den 36'ya çıkacağını duyurdu."
Sağlık,Yanağındaki sivrisinek ısırığından solucan çıktı,"Rusya'da doktorlar sivrisinek tarafından ısırılan bir kadının yanağından 12 santimetrelik bir solucan çıkardı. Hastayı ameliyat eden cerrah, 10 yıllık kariyerinde ilk kez böyle bir vaka gördüğünü söyledi."
Sağlık,Acil servisler her an müdahaleye hazır,"Hastanelerin en kritik alanlarından biri acil servisler. Burada görev yapan hekimler, gece gündüz demeden, yorgunluk nedir bilmeden hastaları hayatta tutmak için çalışıyor. TRT Haber ekibi Prof. Dr. İlhan Varank Sancaktepe Eğitim ve Araştırma Hastanesi acil servisinin bir gününe şahit oldu."
Sağlık,İGA'dan serebral palsili çocuklara destek,"İstanbul Havalimanı işletmeci İGA ile Türkiye Spastik Çocuklar Vakfı iş birliğinde serebral palsili çocuklara teknoloji temelli rehabilitasyon tedavisi imkanı sunan ""Hayallere Kanat Aç"" projesi başlatıldı."
Sağlık,Çocuklar oyun terapisiyle tedavi ediliyor,"Kayseri Şehir Hastanesi'nde nisan ayında hizmete açılan Çocuk Gelişimi Destek, Oyun Terapisi Birimi'ne psikiyatri uzmanlarınca yönlendirilen çocuklar, oyun oynarken uzmanlar tarafından gözlemleniyor. Çocuk ve Ergen Psikiyatri Uzmanı Dr. Özlem Kahraman, kurulan bu birimle tanı konulmasının da kolaylaştığını söyledi."
Sağlık,Dünya genelinde 38 milyonu aşkın kişi HIV taşıyor,İlk AIDS vakası 1981 yılında kayda geçti. O günden bu yana bilim insanları hastalığı yakından takip ediyor. Verilere göre dünya genelinde halen 38 milyonu aşkın kişi HIV taşıyor. AIDS'e neden olan virüsle mücadelede erken tanı ve tedavi büyük önem taşıyor.
Sağlık,Türkiye'nin sağlık turizmi geliri 6 milyar liraya yaklaştı,"Sağlık turizmi kapsamında Şubat 2019'dan bu yılın ekim ayına kadar Türkiye'yi tercih eden kişi sayısı toplam 2 milyon 655 bin 720 olurken, 5 milyar 987 milyon 668 bin dolar gelir elde edildi."
Sağlık,Türkiye'de bir ilk: Demans hastalarına müzik tedavisi,"Alzheimer ve demans hastalarına yönelik uluslararası bilimsel projeyle müzik terapisi uygulanan hastaların hatıralarla bağ kurması sağlanıyor. Türkiye, MIDDEL isimli projeyi 5 ülkeyle birlikte yürütüyor."
Sağlık,RSV ve Influenza virüslerindeki artış yoğun bakımları da doldurdu,"Son günlerde solunum yolu hastalıklarında artış yaşanıyor. Bu durum en çok risk grubunda olanları etkiliyor. Enfeksiyonlara maruz kalan ileri yaştakiler ve kronik hastalar, yoğun bakımda tedavi altına alınabiliyor. Uzmanlar, süreç nedeniyle yoğun bakımlarda hasta sayısının arttığına dikkati çekiyor."
Sağlık,Almanya'da ilaç sıkıntısı sürüyor,"Alman Fedaral İlaç ve Tıbbi Cihazlar Enstitüsü’nün yayımladığı listeye göre, ülkede 299 ilaca ulaşmakta sıkıntılar yaşanıyor. Enstitü, bu darboğazın nedenini, Çin, Hindistan gibi ülkelerden gelen teslimatların yetersizliğine bağlıyor."
Sağlık,2022'nin ilk 10 ayında MHRS üzerinden 200 milyon randevu alındı,2022'nin 10 aylık döneminde Merkezi Hekim Randevu Sistemi (MHRS) üzerinden 200 milyon randevu alındı.
Sağlık,Bilim Kurulu Üyesi Kayıpmaz: Virüsler birbiriyle karıştı,"Bilim Kurulu üyesi Doç. Dr. Kayıpmaz, kış ayları ile solunum yolları enfeksiyonuna sebep olan bakteri ve virüslerin artış gösterdiğini, bunların birbiri ile karışabilen hastalıklar olduğunu söyledi."
Sağlık,Hava ve deniz ambulanslarıyla 88 bin hasta taşındı,"Türkiye'de, hava ve deniz ambulanslarıyla toplam 88 bin 434 hastanın sağlık kurumlarına nakledilmesi sağlandı."
Sağlık,Obezite Merkezi'nde bir yılda 400 kişinin kilo vermesi sağlandı,"Trabzon'daki Obezite Merkezi'ne müracaat eden 400 obeziteli birey, bir yılda toplam 2 bin kilogram verdi."
DOSYA HABER,Kök hücre bağışı hayata bağlıyor,Kök hücre nakli sayesinde lenfoma ve lösemi gibi pek çok hastalık başarıyla tedavi edilebiliyor. Süreç hastanın dokularıyla eşleşen donörün bulunmasıyla başlıyor. Bu nedenle kök hücre bağışı yapmak büyük önem taşıyor.
Sağlık,Bakan Koca: Yerli tanı kiti 1 ay içinde hastanelerde kullanılmaya başlayacak,"Sağlık Bakanı Fahrettin Koca, üst solunum yolu enfeksiyonlarına artık, 'yerli üretim kit' aracılığıyla tanı koyulacağını söyledi. Koronavirüs taraması da yapacak yerli tanı kitinin kısa süre içinde hastanelerde kullanılacağını duyurdu."
Sağlık,"Belçika ve Hollanda, otomatlar ve süpermarketlerde sigara satışını yasaklıyor","Belçika ve Hollanda, toplumda tütün ürünlerine ulaşımı ve sigara satışını en aza indirmek için önlemleri daha da sıkılaştırıyor."
Sağlık,"Sağlıkta dönüşüm, Türkiye'yi teknolojik altyapısı güçlü hastanelere kavuşturdu",Sağlık Bakanlığınca yapılan yeni yatırımlar ve inşa edilen şehir hastaneleri ile 2003 yılında 49 olan hastane binalarının ortalama yaşı 13'e indi. Türkiye genelinde yapımı tamamlanan yaklaşık 30 bin yatak kapasiteli şehir hastaneleri kesintisiz hizmet verecek şekilde planlandı.
Sağlık,Bağırsakları göğüs kafesinde doğan bebek sağlığına kavuştu,"İstanbul’da dünyaya gelen Hamza bebekte, 3 bin ila 5 bin doğumda bir görülen diyafram fıtığı sorunu ortaya çıktı. Karaciğer, mide ve ince bağırsaklarının göğüs kafesinde olduğu bebek, henüz 3 günlükken yapılan ameliyatla sağlığına kavuştu."
Sağlık,MHRS'den alınan yaklaşık 3 milyon randevuya gidilmedi,"Sağlık Bakanlığının Merkezi Hekim Randevu Sistemi (MHRS) üzerinden geçen ay 13 milyon 623 bin 42 doktor randevusu alındı, yaklaşık 3 milyon randevuya gidilmedi."
Sağlık,"""Günde 2 litre su içmek lazım"" iddiası çürütüldü","ABD'de de uzmanlar, sağlıklı kalmak için yetişkin bir insanın günde 2 litre su içmesi gerektiği inancının doğru olmadığını söyledi. Yapılan çalışma bir kişinin su ihtiyacının yaptığı işe, iklime ve cinsiyetine göre değiştiğini gösterdi."
Sağlık,COVID-19 kısıtlamalarının gevşetilmesi astım krizi riskini artıyor,"İngiltere'de yapılan bir araştırma, COVID-19 kısıtlamalarının gevşetilmesinin, astım krizi geçirme riskini iki katına çıkardığını ortaya koydu."
Sağlık,"Gezici sağlık hizmetlerinden 6,5 milyon kişi faydalandı","Sağlık Bakanlığının uzak mahalle, belde, köy, mezra gibi küçük yerleşim yerlerinde verdiği gezici sağlık hizmetlerinden bu yıl 6 milyon 527 bin 354 kişi faydalandı."
Sağlık,Kanserle mücadelede önemli adım: T hücreleri umut veriyor,"Kanser tedavisinde vücudun keskin nişancıları olarak ifade edilen 'T hücreleri' devreye giriyor. İmmünoloji Uzmanı Prof. Dr. Derya Unutmaz ve Türk doktorlardan oluşan ekibi Amerika'da 30 yıldır bunun üzerinde çalışıyor. Peki bu yöntem hastalıkla nasıl savaşıyor, kanser hastaları üzerinde ne zaman kullanılabilecek?"
Sağlık,Nadir görülen hematolojik hastalıklar küçük yaşlarda tespit ediliyor,"Talasemi, hemofili ve orak hücreli anemi… Nadir görülen hematolojik hastalıklar henüz çocukluk çağında tespit ediliyor. Hastalığın türüne göre bazıları tedavi edilebiliyor bazıları ise ömür boyu takip altında tutuluyor."
Sağlık,Türkiye'de 1 milyonu aşkın bebek ve yetişkine SMA taraması yapıldı,"Sağlık Bakanlığınca kalıtsal ve ilerleyici bir kas hastalığı olan SMA'nın erken dönemde tespiti için başlatılan uygulama kapsamında, 635 bin 108 yenidoğan ve evlenecek 493 bin 407 kişi tarandı."
Sağlık,27 bin sözleşmeli hekimin açıktan ataması yapılacak,"Sağlık Bakanı Fahrettin Koca, ""27 bin sözleşmeli hekimin en geç 15 Ocak'a kadar açıktan ataması yapılacak"" dedi."
Sağlık,SMA hastaları için ikinci ilaç umudu,"Sağlık Bakanı Fahrettin Koca, ""(SMA) Bilim Kurulumuz, oral kullanımı olan etkisini göstermiş ikinci bir ilacın kullanımını önerdi. Bu ilacın kullanıma alınması için işlemleri başlattık"" dedi."
ÖZEL HABER,CAR-T Hücre Tedavisi: Kanserin çaresi kendi hücrelerimiz olabilir mi?,"Genetik çalışmalarındaki ilerlemelerle kanser tedavisinde yeni umutlar doğuyor. Geliştirilen yöntemler insanlarda uygulanabilir hale geldi. Peki, CAR-T hücre tedavisi nedir? Bu alanda çalışan bir merkeze konuk olduk."
Sağlık,"Pilot uygulamasına başlanılan ""Aile Diş Hekimliği"" 81 ile yayılacak","Eskişehir, Karabük ve Kırşehir'de pilot uygulaması yapılan ""Aile Diş Hekimliği"" modeli, altyapı çalışmalarının tamamlanmasının ardından 2023'te Türkiye genelinde hayata geçirilecek."
Sağlık,"DMO, Sağlık Bakanlığı'na 1,5 milyon doz kuduz aşısı alacak","Devlet Malzeme Ofisi, Sağlık Bakanlığı Halk Sağlığı Genel Müdürlüğünün ihtiyacı için 1 milyon 500 bin doz kuduz aşısı alacak."
DOSYA HABER,Bağışıklık sistemiyle gelen çare: Kanser tarihe mi karışıyor?,"Türk bilim insanları kanserde çığır açacak bir tedaviye imza atıyor. Geliştirilen yöntemde kanser hücrelerini yok etme görevi bağışıklık sistemindeki T hücrelerine veriliyor. Uzmanlara göre, bağışıklık sisteminin başrol oynadığı bu tedavinin kemoterapiyi tarihe karıştıracağı tarih çok uzak değil."
Sağlık,Lodoslu havalar insan ve toplum davranışını etkiliyor,"Lodoslu havalarda, kimileri baş ağrısından şikayet eder.  Peki, lodosun etkisi bununla sınırlı mı? Tarihte, lodoslu havaların devlet yönetimini etkilediği dönemler oldu. TRT Haber lodosun insanlara ve toplumlara etkisini uzmanlara sordu."
Sağlık,Diş eti hastalıkları bütün vücudu etkiliyor,"Kalp hastalıkları, diyabet ya da erken doğum… Diş eti hastalıkları tedavi edilmediği takdirde insan sağlığını tehdit edecek problemlere yol açabiliyor. Çözüm ise küçük yaşlardan itibaren ağız ve diş temizliğine özen göstermekten geçiyor."
ÖZEL HABER,Hepatit B ilacında sona yaklaşıldı,"Dünyada 400 milyon insan, 'Hepatit B' ile mücadele ediyor. Türkiye ve birçok ülkede eş zamanlı yürütülen Hepatit B ilacı çalışmalarında, Faz 3 aşamasına gelindi. Üretilecek ilacın, 2 yıl içinde kullanılması hedefleniyor."
Sağlık,"DSÖ, salgınlara neden olabilecek patojenlerin listesini belirleyecek","Dünya Sağlık Örgütü (DSÖ), gelecekte salgınlara neden olabilecek öncelikli patojenlerin listesini belirlemek üzere bilimsel süreç başlatıyor."
Sağlık,"Grip, COVID-19 ve RSV: Tridemi","Boğaz ağrısı, ateş, öksürük, yorgunluk ve halsizlik şikayetlerinden yakınan kişilerin sayısı son haftalarda artışa geçti. Bunun sebebi grip, COVID-19 ya da RSV olabiliyor. Her üç virüs de bu dönemde sıkça karşımıza çıkıyor. Sebebi ise mevsim geçişleri..."
Sağlık,Uzmanlar uyarıyor: Metil alkolde her yudum ölüme daha çok yaklaştırıyor,"Acil Tıp Uzmanı Do. Dr. Yüzbaşıoğlu, metil alkol alan kişide görme fonksiyonlarının kaybedilmesinin yanı sıra bağırsak sistemi ve karaciğer fonksiyonunun bozulması ile böbrek yetmezliğine yönelik toksik etkilerin 6-8 saatte ortaya çıkabileceğini söyledi."
Sağlık,Sahte içki zehirlenmesinde erken müdahale önem taşıyor,"Son dönemlerde sahte içki zehirlenmesi nedeniyle hastaneye başvurular ve ölümler arttı. Uzmanlara göre, etil alkol alan kişide görme fonksiyonlarının kaybedilmesinin yanı sıra bağırsak sistemi ve karaciğer fonksiyonunun bozulması ile böbreklere etkisi 6-8 saatte ortaya çıkıyor. Ölüm riskinin önüne geçmek için erken müdahale önemli."
Sağlık,"Ambulans uçak, 2 günlük bebek için havalandı","Siirt'te yeni doğan hasta bebek, Sağlık Bakanlığı tarafından tahsis edilen ambulans uçakla İstanbul'a gönderildi."
Sağlık,Türkiye'de prematüre doğum oranı artıyor,"Trakya Üniversitesi (TÜ) Tıp Fakültesi Çocuk Sağlığı Anabilim Dalı Öğretim Üyesi Prof. Dr. Betül Acunaş, Türkiye'de her 100 bebekten 15'inin prematüre doğduğunu söyledi."
DOSYA HABER,Yorgun uyanmamak için neler yapılması gerekiyor?,Havaların soğuyup günlerin kısaldığı şu günlerde bir türlü uykusunu alamayan ya da kendini sürekli yorgun hisseden çok sayıda kişi var. Günlük yaşamı hayli etkileyen bu sorunun çözümü için uzmanların önerisi kaliteli uyku…
Sağlık,40 bin kişiden veri alındı: Türkiye'nin akciğer kanseri risk haritası oluşturulacak,"Türkiye'de her yıl 41 bin kişiye akciğer kanseri tanısı konuluyor. 2020 yılında kurulan ""Akciğerimizi Okuyoruz"" platformu ile akciğer kanseri risk faktörleri hakkında toplumu bilgilendirmek amacıyla yeni bir proje hayata geçirildi. 81 ilden sağlanan katılımla Türkiye'nin akciğer kanseri risk haritası oluşturulacak."
Sağlık,Radyolojide yapay zekanın önemi artıyor,Yapay zeka tıpta sıkça kullanılıyor. Özellikle radyolojide yapay zeka kullanımı gün geçtikçe artıyor. Artık kötü huylu nodüllerden beyin kanamasına pek çok rahatsızlık yapay zeka sayesinde tespit ediliyor.
Sağlık,Plastik içeren ürünler çocuk ve bebek sağlığını tehdit ediyor,"Oyuncaklar ve bazı bebek ve çocuk ürünlerinin yapımında plastik türevi PVC maddesinin kullanılabildiğini belirten uzmanlar, bu ürünlerin insan sağlığına ve çevreye zararlı olduğunu söyledi."
Sağlık,"Almanya'da hastanede yatan genç kız, ambulans uçakla Türkiye'ye getirildi","Almanya'da geçirdiği trafik kazasının ardından 3 aydır hastanede yatan 22 yaşındaki Selin Yayla'ya Türkiye sahip çıktı. Genç kız, tedavi edilmek üzere ambulans uçakla Türkiye'ye getirildi."
Sağlık,"Ambulans uçak, 3 hasta için gökyüzünde mekik dokudu","Bugüne kadar yurt içinde ve dışında durumu acil binlerce hastayı taşıyan ambulans uçaklar bu kez, yeni doğmuş bir bebek, 14 yaşındaki bir çocuk ve 66 yaşındaki hastanın hayata tutunabilmesi için havalandı."
Sağlık,Uzmanlar uyarıyor: Geçmeyen öksürük ve gripte hekime başvurun,"Uzmanlar, solunum yolu enfeksiyonlarında artış yaşandığını, birçok hastanın geçmeyen öksürük şikayetiyle hastaneye geldiğini belirterek, risk grubundaki vatandaşların grip belirtisi durumunda hekime başvurmasını öneriyor."
Sağlık,"Kendisi 4, kalbi 7 yaşında","14 aylıkken grip nedeniyle kalbinde tahribat oluşan 4 yaşındaki Ali Göktuğ, Hacettepe Üniversitesinde nakledilen 7 yaşındaki bir çocuğun kalbiyle yeniden hayata tutundu."
Sağlık,Çocuklar arasında yeni bir salgın kapıda,"Prof. Dr. Elif Dağlı, bu yıl üçlü, hatta dörtlü virüs enfeksiyonları nedeniyle çocuklarda daha şiddetli bulgularla kendini gösteren solunum yolu enfeksiyonlarının görüldüğünü söyledi."
ÖZEL HABER,"Saç ekimi öncesi ve sonrası ne yapmalı, ne yapmamalı?","Türkiye son yıllarda saç ekimi başta olmak üzere plastik cerrahi konusunda dünyanın en çok tercih edilen ülkelerinden biri haline geldi. Peki, saç ekim süreci nasıl işliyor? Öncesinde ve sonrasında nelere dikkat edilmeli? Detaylar haberimizde…"
Sağlık,Yoğun sosyal medya kullanımı yalnızlığı artırıyor,"Psikofarmakoloji Derneği Başkanı Sayar, özellikle salgın sonrasında sosyal medya ve oyun bağımlılığında artış olduğunu belirterek, sosyal medyanın insanların yalnızlığını artırdığını, bunun da depresyona neden olabildiğini söyledi."
Sağlık,Bilim insanları kişiye özel kanser tedavisi üzerine çalışıyor,"Bilim insanları, tedavisi henüz olmayan kanser türlerine yakalanan hastalar için bağışıklık sistemi merkezli yeni bir tedavi üzerinde çalışıyor."
Sağlık,Sağlık turizminin ‘uğrak rotası’ Türkiye,Türkiye son yıllarda turizm başarısını rekorlarla yeniliyor. Sağlık turizminde gelinen nokta çok daha değerli. Dünyanın dört bir yanından çizilen rotanın ucunda Türkiye var. Peki neden diğer ülkeler yerine bu kritik operasyonlar için Türkiye tercih ediliyor?
DOSYA HABER,Kuduza karşı tek silah aşı,Türkiye'de her yıl 250 bin kişi kuduz riskiyle hastanelere başvuruyor. Dünyada ise yılda 59 bin kişi bu hastalık nedeniyle hayatını kaybediyor. Bu ölümcül hastalıktan kurtulmanın tek yolu ise aşı.
Sağlık,"Dünyada ilk kez ölümcül genetik bir hastalığı olan bebek, ana rahminde tedavi edildi","Kanadalı tıp uzmanları, dünyada nadir görülen ve ölümcül olarak bilinen genetik hastalığı olan bir bebeği, ana rahminde tedavi etti."
Sağlık,Kırılan tasarruflu ampulden çıkan cıva zehirliyor,"Bir çok kişi ev ya da iş yerinde enerji tasarruflu ampuller kullanıyor. Ancak bu ürünler kırıldığında zehirlenmelere neden olabiliyor. Çünkü içlerinde cıva bulunuyor.
Uzmanlara göre az miktarda cıva dahi zehirlenmeye neden olabiliyor. Peki cıva zehirlenmesinin belirtileri neler? Böyle bir durumla karşılaşınca ne yapılmalı?"
Sağlık,Yapay kalple yaşayan doktor şifa dağıtıyor,"Bir yıl önce kalp yetmezliği tanısı konulan Üroloji Uzmanı Ünsal Eroğlu'na, organ bulunamadığı için yapay kalp cihazı takıldı. Hekimlik mesleğini bırakmayan Eroğlu, yapay kalple ameliyatlara girerek şifa dağıtıyor."
DOSYA HABER,Trombozu önlemenin yolu hareket etmek,"Damarın pıhtı ile tıkanıklığı ya da tıbbi adıyla tromboz, ölüm nedenleri arasında ilk sırada yer alıyor. Riskten korunmanın yolu ise uzun süre hareketsiz kalmamak ve sağlıklı beslenmeden geçiyor."
Sağlık,Her şey dahil paketler sağlık turizmini nasıl etkiliyor?,Türkiye’nin sağlık turizmi kapasitesi giderek artıyor. Sağlık acenteleri de sundukları paketlerle sağlık turizmini canlandırıyor.
Sağlık,Koronavirüs böbrek hastalarını etkiledi: Organ bağışı azaldı,"Koronavirüs döneminde organ bağışı sayıları düştü. Salgın etkisini yitirdi ancak nakillerde istenen artış olmadı. Sadece böbrek nakli için 19 bin kişi sıra bekliyor. 
Bazı böbrek hastaları kadavradan, bazıları da yakınlarından yapılan organ nakliyle hayata tutundu."
ÖZEL HABER,Gribal enfeksiyon kalp yetmezliğine sebep olabiliyor,"Uzmanlar basit bir gribal enfeksiyonun bile kalp yetersizliğine neden olabileceği konusunda uyarıyor. 36 yaşındaki Uğur Ülker de genç yaşta gribe yakalandı, ölümle burun buruna geldi. 7 yıl önce yapılan bir kalp bağışıyla hayata tutundu. Türkiye'de yüzlerce kişi, organ bağışı ve kalp nakliyle hayata dönmek için bekliyor."
DOSYA HABER,Türkiye sağlık alanında fark yaratıyor,"Türkiye teknolojik imkanları, kapasitesi ve vizyonuyla dünyadaki en iyi sağlık hizmetine sahip ülkelerden biri olarak kabul ediliyor."
Sağlık,İzmir'deki 'acil durum hastanesi' hasta kabulüne başladı,"İzmir'de deprem, salgın gibi olağanüstü durumlarda ""acil durum hastanesi"" olarak kullanılması, diğer dönemlerde de bölgenin ihtiyacını karşılaması için inşa edilen İzmir Demokrasi Üniversitesi Buca Seyfi Demirsoy Eğitim ve Araştırma Hastanesi hasta kabulüne başladı."
DOSYA HABER,Sık görülen hepatit türleri neler?,"Hepatit türleri arasında en sık, virüslerin sebep olduğu türler görülüyor. Bunlar arasında ise sağlık açısından ciddi sonuçlar doğuran ve en fazla kronikleşenler ise hepatit B ve C… Hepatitin bu iki türü, dünya genelinde 325 milyon kişide bulunuyor."
Sağlık,Akciğer kanserinde yeni tedavi yöntemi,"Göğüs Hastalıkları Uzmanı Prof. Dr. Firuz Çelikoğlu, akciğer kanserinin tedavisinde kullanılan intratümöral kemoterapinin, normal hücrelere zarar vermeksizin sadece kanser hücreleri üzerinde spesifik öldürücü bir etkisi olduğunu söyledi."
Sağlık,Tek bir sigara içinde 4 binden fazla kimyasal taşıyor,"Sigara, dünyada tek başına en önemli ölüm nedenlerinden biri olarak öne çıkıyor. Sadece bir adet sigara içinde 4 binden fazla kimyasal barındırıyor. Araştırmacılar, son yıllarda alternatif olarak sunulan elektronik sigaraların da akciğer, beyin, kalp ve bağırsaklara zarar verdiğini söylüyor."
Sağlık,Ağrı kesici ilaçların fazla kullanımı böbrek rahatsızlıklarına neden olabilir,"Trakya Üniversitesi Sağlık Bilimleri Fakültesi Dekanı Prof. Dr. Sedat Üstündağ, ağrı kesici ilaçların aşırı kullanımının böbrek yapısını bozarak böbrek yetersizliğine neden olduğunu söyledi."
Sağlık,Filtre kahvenin kanserden koruyucu genetik şifreleri çözüldü,"Filtre kahvenin içindeki hangi bileşenlerin kanseri önlediğine yönelik 13 Türk bilim insanının yürüttüğü araştırma sonucunda, kahvede karaciğer kanser hücrelerinin üremesini baskılayan 15 yeni mikroRNA zinciri saptandı."
Sağlık,"Van'da hastalar ""bronkoskopi"" ile rahat nefes alıyor","Sağlık Bilimleri Üniversitesi (SBÜ) Van Eğitim ve Araştırma Hastanesindeki göğüs hastalıkları uzmanları, başta akciğer kanseri olmak üzere çeşitli hastalıklar nedeniyle hava yolları tıkanan hastaların ""bronkoskopi"" yöntemle rahat nefes almalarını sağlıyor."
Sağlık,"Türkiye'nin Sağlık turizmindeki çatı markası ""HealthTürkiye"" tanıtıldı","Türkiye Yüzyılı vizyonu kapsamında, Sağlık Bakanlığının ilgili kamu şirketi Uluslararası Sağlık Hizmetleri (USHAŞ) tarafından geliştirilen sağlık hizmetleri markası ""HealthTürkiye""nin tanıtımı yapıldı."
Sağlık,"Kalp yetersizliği artıyor, maliyet yükseliyor",Türkiye’de 1 milyon 100 binden fazla kalp yetersizliği hastası bulunuyor. Bu hastaların tedavi maliyeti ise yaklaşık 1 milyar doları buluyor.
DOSYA HABER,Türkiye’de 20 bine yakın hasta organ nakli bekliyor,"Türkiye’de 2022 yılının başından bu yana 4 bin 500’e yakın organ nakli yapıldı. Halen 20 bin kadar hasta ise organ nakli bekliyor. Yapılan her organ bağışı, nakil bekleyen hastalar için yeni bir umut oluyor."
Sağlık,ABD'de opioid davaları: Eczane şirketleri toplam 10 milyar dolar ödeyecek,"ABD’nin en büyük eczane şirketlerinden CVS ve Walgreens, opioid ilaçları nedeniyle aleyhlerine açılan binlerce dava için toplam 10 milyar dolar tazminat ödeme konusunda anlaştı."
Sağlık,Uzmanlardan 'üçlü salgın' uyarısı,"Ankara Üniversitesi Tıp Fakültesi Enfeksiyon Hastalıkları Anabilim Dalı Başkanı Prof. Dr. İsmail Balık, ""üçlü salgın"" olarak adlandırılan COVID-19, grip ve RSV'de (Respiratuar Sinsityal Virüs) bu kış ciddi vaka artışı beklendiğini söyledi."
Sağlık,"""HealthTürkiye"" ile uluslararası sağlık hizmetleri dünyaya tanıtılacak","Türkiye'nin sağlık turizmindeki yeni çatı markası ""HealthTürkiye"" ile uluslararası sağlık hizmetleri dünyaya tanıtılacak, tüm reklam çalışmalarında bu markaya yer verilecek."
Sağlık,600 gram doğan bebek 134 günlük zorlu yaşam mücadelesinin ardından hayata tutundu,"Mersin'de 22 haftalıkken 600 gram ağırlığında ""prematüre"" olarak dünyaya gözlerini açan Eylül bebek, 134 günlük tedavisinin ardından taburcu edildi. Doktor, bebeğin yaşam şansının yüzde 1'in altında olduğunu belirterek ""Çok şükür o da bu şansı çok iyi kullandı. Annesinin karnında durduğu süre kadar da biz baktık ona"" dedi."
Sağlık,19 binden fazla böbrek hastası nakil bekliyor,Türkiye'de böbrek yetersizliği olan 19 binden fazla hasta böbrek nakli bekliyor.
Sağlık,"Pasif içicilerde yüksek ""akciğer kanseri"" riski","Sağlık Bakanlığı verilerine göre, pasif olarak sigara dumanına maruz kalan kişilerde akciğer kanseri gelişme riski yüzde 20-30 artıyor."
Sağlık,Doktorlar peş peşe iki hastaya karaciğer ve böbrek nakli yaptı,"Necmettin Erbakan Üniversitesi (NEÜ) Meram Tıp Fakültesi Hastanesinde, beyin ölümü gerçekleşen kişinin bağışlanan karaciğer ve böbreği, yıllardır organ yetmezliği bulunan iki kadın hastaya 10 saat süren ameliyatlarla peş peşe nakledildi."
Sağlık,Kalp hastalıkları riskine çözüm sağlıklı yaşam,"Toplumda sık görülen kalp ve damar hastalıklarında genetik yatkınlık kadar çevresel faktörler ve yaşam biçimi de etkili oluyor. Stres, sağlıksız beslenme, sigara ya da alkol gibi nedenler bu hastalıkların görülme olasılığını artırıyor."
Sağlık,Bakan Koca: Sağlıktaki kalitemizi 'Health Türkiye' ile dünyaya duyuracağız,"Sağlık Bakanı Fahrettin Koca, ""Güçlü kamu ve özel sağlık tesislerimizle nitelikli sağlık insan gücümüzle yüksek teknolojik altyapımız ve hizmet kalitemizle sağlığın küresel yıldızı olduğumuzu 'Health Türkiye' markası altında tüm dünyaya duyuracağız"" dedi."
Sağlık,"Kahvaltıda ""serpme"" yerine ""seçme"" dönemi başlıyor","Tüm Restoranlar ve Turizmciler Derneği (TÜRES) Genel Başkanı Ramazan Bingöl, ülke genelinde yıllık serpme kahvaltı nedeniyle 100 milyar liralık israf yaşandığını ve ürünlerin yarısının çöpe gittiğini belirterek, ""Bunu önlemek için serpme kahvaltı yerine seçmeli kahvaltıya geçme kararı aldık"" dedi."
Sağlık,Rahim nakliyle dünyaya gelen ikinci bebek taburcu edilecek,"Akdeniz Üniversitesi Rektörü Prof. Dr. Özlenen Özkan, Türkiye'nin rahim nakliyle dünyaya gelen ikinci bebeğinin 2 hafta sonra annesinin kucağında taburcu edilmesinin planlandığını açıkladı."
Sağlık,Kan bağışının tek adresi: Kızılay,"Kızılay 1868’den beri zor durumda olan herkesin yardımına koşuyor. Bu köklü kurumun en önemli görevlerinden biri de kan bağışı toplamak. Kan bağışının tek adresi olan Kızılay, 2022’de çalışmalarını yine hız kesmeden sürdürdü. Türkiye’nin dört bir yanında bu yıl 2 milyon 328 bin 41 ünite kan toplandı."
Sağlık,Meme kanserinde erken tanı doku kaybını önlüyor,En sık 45-60 yaş aralığında görülen meme kanserinde erken tanı tedavinin başarısının yanında doku kayıplarının da önüne geçiyor.
ÖZEL HABER,İnmede acil müdahale hayat kurtardı,"Felç geçirdi, dakikalar içinde hastaneye götürüldüğü için hayatı kurtuldu. 66 yaşındaki Demir Ali Yüksek, hastaneye gittiğinde konuşamıyor, sol tarafını hareket ettiremiyordu.
Kartal Doktor Lütfi Kırdar Şehir Hastanesi İnme Merkezi'nde dakikalar içinde müdahale edilmesiyle eski fonksiyonlarını geri kazandı. O anları bir sağlık personeli kaydetti."
Sağlık,Kağıt bardaklardaki gizli tehlike: Mikroplastik,"Doç. Dr. Fatih Törnük, kağıt bardaklardaki mikroplastik varlığı üzerine yaptıkları araştırma sonucunda, 350 mililitre bir kağıt bardaktan yaklaşık 850 mikroplastik parçacığının içeceğe geçtiğini tespit ettiklerini söyledi."
