Kategori,Başlık,İçerik
Ekonomi,Maliye POS cihazlarıyla yapılan tahsilatları radarına aldı,"Hazine ve Maliye Bakanı Mehmet Şimşek, ""Gelir İdaresi Başkanlığımız, POS cihazlarından gerçekleştirdiği tahsilatın hasılat kaydını yapmayan 3 bin 662 kişiyi tespit etti. Bu kişilerin 5 milyar liralık POS hasılatının beyan edilmesi sağlandı"" dedi."
Ekonomi,Uydu haberleşmesine talep artıyor,"Türkiye'de, uzayda konuşlu uydular üzerinden haberleşme hizmeti sunan işletmelerin hem abone sayıları hem de gelirleri artıyor."
Ekonomi,Türkiye'nin tohum ihracatı artıyor,Türkiye'nin sertifikalı tohum üretimi ve kullanımı artış trendini sürdürürken bu ürünlere yönelik ihracat rakamları da ithalatının üzerine çıktı.
Ekonomi,Türkiye geçen yıl 2 bin 200 çeşit tarım ürünü ihraç etti,"Tarım ve Orman Bakanı İbrahim Yumaklı, Türkiye'nin geçen yıl 212 ülke ve bölgeye 2 bin 200 çeşit tarım ürünü ihraç ederek 31 milyar dolarlık ihracat geliri elde ettiğini söyledi."
Ekonomi,Kamu İhale Kurulu Başkanlığına yeniden Hamdi Güleç atandı,Kamu İhale Kurulu (KİK) Başkanlığına yeniden Hamdi Güleç getirildi.
Ekonomi,"Bakan Bayraktar, TPAO'ya 150 personel alınacağını duyurdu","Enerji ve Tabii Kaynaklar Bakanı Alparslan Bayraktar, Türkiye Petrolleri Anonim Ortaklığına (TPAO) 150 personel alınacağını duyurdu."
Ekonomi,"Moody's İsrail'in kredi notu görünümünü ""negatif"" olarak tuttu","Uluslararası kredi derecelendirme kuruluşu Moody's, İsrail'in kredi notunu ""A2"" olarak teyit ederken, kredi notu görünümünü ""negatif"" olarak bıraktı."
Ekonomi,TKİ bünyesindeki iş kazaları son 20 yılda yüzde 85'e yakın azaldı,"TKİ Genel Müdürü Abdullah Çiftçi, ""Elimizdeki verilere göre, 2003'te TKİ bünyesinde iş kazası sayısı 486 iken 2023'te bu sayı 74'e düştü. Hamdolsun ki bu kazaların çok büyük çoğunluğu hafif yaralanmalı kazalar. Son 20 yılda iş kazası sayısında yüzde 84,77’lik bir azalma olduğunu görüyoruz."" dedi."
Ekonomi,Hububat ihracatı ilk 4 ayda 4 milyar dolar oldu,"Hububat, bakliyat, yağlı tohumlar ve mamulleri sektörü, bu yılın ilk 4 ayında 4 milyar dolarlık ihracat yaptı."
Ekonomi,KOSGEB'in yeniden kurgulanan destek programının ayrıntıları belli oldu,"KOSGEB'in yeniden kurgulanan Girişimcilik Destek Programı'yla girişimcilere geri ödemesiz kuruluş ve personel desteği sağlanıyor. İş geliştirme desteği kapsamında ise 1,5 milyon lira üst limit dahilinde geri ödemeli destek veriliyor."
Ekonomi,KOSGEB'in Girişimcilik Destek Programı yeniden kurgulandı,"Sanayi ve Teknoloji Bakanı Mehmet Fatih Kacır, Girişimcilik Destek Programı'nı yeniden kurguladıklarını belirterek, programla, Türkiye'nin stratejik hedefleriyle uyumlu sektörlerde katma değer ve nitelikli istihdam oluşturma potansiyeline sahip girişimlere 2 milyon liraya varan finansman imkanı sunacaklarını açıkladı."
Ekonomi,"TMO Genel Müdürü Güldal: ""'Randevu alamadım' diyen çiftçimiz olmayacak""","Toprak Mahsulleri Ofisi (TMO) Genel Müdürü Ahmet Güldal, TMO'nun yeni hasat dönemi için tüm hazırlıklarını tamamladığını belirterek, ""Randevu sistemimiz bu sene değiştirildi, 'Randevu alamadım.' diyen çiftçimiz olmayacak."" dedi."
Ekonomi,Geleneksel dört meslek standarda kavuşacak,"Unutulmaya yüz tutmuş ""talikacı, bastoncu, yemenici ve ebru sanatkarı​​​​​​​"" mesleklerinin standartlarını belirlemek amacıyla protokol imzalandı."
Ekonomi,"İstanbul 3 ayda yaklaşık 3,8 milyon yabancı ziyaretçi ağırladı","İstanbul'un 2024 yılının ilk 3 ayında, 3 milyon 766 bin 718 yabancı ziyaretçiyi ağırladığı bildirildi."
Ekonomi,"""Bilinmeyen numaralar""a 63,3 milyon lira harcandı","Kamuoyunda ""bilinmeyen numaralar"" olarak da bilinen telefonda rehberlik hizmetleri veren işletmecilerin geliri, geçen yıl 63 milyon 285 bin 886 liraya ulaştı."
Ekonomi,Aile Destek Programı ödemeleri hesaplara yatırılıyor,"Aile ve Sosyal Hizmetler Bakanı Mahinur Özdemir Göktaş, Türkiye Aile Destek Programı ödemelerini bugün itibarıyla hesaplara yatırmaya başladıklarını bildirdi."
Ekonomi,"EPDK, Enerji Yönetim Sistemi Belgesi almaya hak kazandı","Enerji Piyasası Düzenleme Kurumu (EPDK), Türk Standardları Enstitüsü (TSE) tarafından verilen ISO 50001 Enerji Yönetim Sistemi Belgesi'ni almaya hak kazandı."
Ekonomi,7 kamu bankasının hizmeti tek ATM'de,"Ziraat Bankası, VakıfBank, Halkbank, Ziraat Katılım, Vakıf Katılım, Emlak Katılım ve PTT ATM’leri, “TAM” platformu altında birleşti. Proje ile orta vadede ekonomiye yaklaşık 500 milyon dolar katkı sağlanması bekleniyor."
Ekonomi,Borsa günün ilk yarısında yükseldi,"Borsa İstanbul'da BIST 100 endeksi, günün ilk yarısında yüzde 0,63 değer kazanarak 10.333,17 puana çıktı."
Ekonomi,Türkiye'de ilk 4 ayda 20 bini aşkın elektrikli otomobil satıldı,"Türkiye'de ""tam elektrikli"" otomobil satış sayısı, yılın ilk 4 ayında 2023'ün aynı dönemine göre yüzde 273 artışla 20 bin 255 oldu."
Ekonomi,Tarımsal destekleme ödemeleri bugün hesaplara aktarılacak,"Tarım ve Orman Bakanı İbrahim Yumaklı, 944 milyon 907 bin liralık tarımsal destekleme ödemelerinin çiftçilerin hesaplarına aktarılacağını bildirdi."
Ekonomi,Çiftçilere 945 milyon lira tarımsal destek ödemesi yapılacak,"Tarım ve Orman Bakanı İbrahim Yumaklı, 944 milyon 907 bin liralık tarımsal destekleme ödemesinin çiftçilerin hesaplarına aktaracaklarını duyurdu."
Ekonomi,"THY, Türkiye Voleybol Federasyonunun sponsoru oldu","THY, Türkiye Voleybol Federasyonunun (TVF) yeni sponsoru oldu."
Ekonomi,Borsa güne yükselişle başladı,"Borsa İstanbul'da BIST 100 endeksi, güne yüzde 0,08 yükselerek 10.276,76 puandan başladı."
Ekonomi,"Brent petrolün varil fiyatı 84,48 dolar","Brent petrolün varili, uluslararası piyasalarda 84,48 dolardan işlem görüyor."
Ekonomi,İşsizlik rakamları açıklandı,"Türkiye'de işsizlik oranı, martta bir önceki aya göre 0,1 puan azalarak yüzde 8,6 oldu."
Ekonomi,İnşaat maliyet endeksi martta arttı,"İnşaat maliyet endeksi, martta aylık bazda yüzde 2,11, yıllık bazda yüzde 69,98 artış gösterdi."
Ekonomi,Türkiye'nin sanayi üretimi yıllık bazda arttı,"Sanayi üretim endeksi, martta aylık bazda yüzde 0,3 azalırken, yıllık bazda yüzde 4,3 artış gösterdi."
Ekonomi,Küresel piyasalar pozitif seyrediyor,"Küresel piyasalar, ABD Merkez Bankası'nın eylülde faiz indirimine gidebileceğine ilişkin beklentilerle pozitif seyrediyor."
Ekonomi,ABD: Türkiye yenilenebilir enerjide müthiş olanaklar sunuyor,"Yenilenebilir enerjide iş birliği ve Türkiye’nin enerji güvenliğini sağlamada rolü Amerikalı yetkililerce sıkça dile getiriliyor. Enerji Bakanı Alparslan Bayraktar, ABD Enerji Bakanı Jennifer Granholm ile görüştü. ABD Dışişleri Bakanlığı Enerji Müsteşar Yardımcısı Geoffrey Pyatt görüşmeyi ve iş birliğini TRT Haber’e anlattı."
Ekonomi,Yılmaz: Enflasyonu düşürmeye odaklanmış durumdayız,"Cumhurbaşkanı Yardımcısı Cevdet Yılmaz, enflasyonu düşürerek kalıcı sosyal refaha sahip olmayı hedeflediklerinin altını çizerek, ""Ekonomik öngörülebilirlik bakımından da sosyal adalet bakımından da enflasyonu düşürmek bizim için çok çok önemli, buna da odaklanmış durumdayız"" dedi."
Ekonomi,"Bakan Bolat, Amerikalı mevkidaşı Raimondo ile görüştü","Ticaret Bakanı Ömer Bolat, Washington'da ABD Ticaret Bakanı Gina Raimondo ile bir araya geldi."
Ekonomi,Bakan Bolat: ABD ve Türkiye'nin her zamankinden daha yakın işbirliği yapması gerekiyor,"Bakan Bolat, Türkiye ile ABD arasında son birkaç yıldır dikkate değer ticaret ve yatırım hacmi gözlemlense de 100 milyar dolarlık ticaret hacmi hedefine ulaşılması için hala uzun bir yol bulunduğunu belirterek, bu hedefi gerçekleştirmeye kararlı ve ticari ilişkileri ilerletmek amacıyla ortak çalışmalar yapmaya hazır olduklarını söyledi."
Ekonomi,Borsa günü yükselişle tamamladı,"Borsa İstanbul'da BIST 100 endeksi, günü yüzde 0,20 değer kazanarak 10.268,58 puandan tamamladı."
Ekonomi,Fahiş fiyatın cezası ağırlaştırılıyor,"Fahiş fiyat artışı ve stokçuluk cezalarının artırılmasını da içeren kanun teklifi, TBMM Sanayi, Ticaret, Enerji, Tabii Kaynaklar, Bilgi ve Teknoloji Komisyonu'nda kabul edildi."
Ekonomi,Türkiye'nin 5 yıllık kredi risk primi 4 yılın en düşük seviyesine geriledi,"Türkiye'nin 5 yıllık kredi risk primi (CDS), 276 baz puanla Şubat 2020'den bu yana en düşük seviyeye geriledi."
Ekonomi,"Rekabet Kurulu'ndan İstanbul'daki bazı liselere 21,3 milyon lira ceza","Rekabet Kurulu, İstanbul'da faaliyet gösteren bazı Fransız liselerine okul kayıt ücretlerini, ücreti oluşturan unsurları ve Türk öğretmenlerin maaşlarını birlikte tespit ettikleri gerekçesiyle 21 milyon 324 bin 909 lira idari para cezası verilmesini kararlaştırdı."
Ekonomi,Bakan Bolat: İsrail ile ticaret konusunda aldığımız kararın arkasındayız,"Ticaret Bakanı Ömer Bolat, ""İsrail ile ticaret konusunda hükümet olarak almış olduğumuz kararın arkasındayız. Bu karar geçerliliğini korumaktadır."" dedi. Bolat, Gazze konusundaki şartlar sağlanana kadar İsrail ile ticaretin durdurulması kararının yürürlükte olduğunu söyledi."
Ekonomi,Fahiş fiyat ve stokçuluk cezalarının artırılmasını da içeren kanun teklifi komisyonda,"TBMM Sanayi, Ticaret, Enerji, Tabii Kaynaklar, Bilgi ve Teknoloji Komisyonunda, fahiş fiyat artışı ve stokçuluk cezalarının artırılmasını da içeren Türk Ticaret Kanunu ile Bazı Kanunlarda Değişiklik Yapılması Hakkında Kanun Teklifi'nin görüşmelerine başlandı."
Ekonomi,Türkiye nisanda 211 milyon 494 bin dolarlık yaş meyve sebze ihraç etti,"Akdeniz Yaş Meyve Sebze İhracatçıları Birliği Başkanı Ferhat Gürüz, Türkiye'den nisanda 211 milyon 494 bin dolarlık yaş meyve sebze ihraç edildiğini duyurdu."
Ekonomi,Limanlarda elleçlenen yük ve konteyner miktarı yılın ilk 4 ayında arttı,"Ulaştırma ve Altyapı Bakanı Abdulkadir Uraloğlu, ocak-nisan döneminde limanlarda elleçlenen yük miktarının geçen yılın aynı dönemine göre yüzde 5,9 artışla 179 milyon 470 bin 869 tona, elleçlenen konteyner miktarının ise yüzde 15,8 yükselişle 4 milyon 482 bin 347 TEU'ya ulaştığını açıkladı."
Ekonomi,TÜİK mart ayı dış ticaret endekslerini açıkladı,"İhracat birim değer endeksi, martta geçen yılın aynı ayına göre yüzde 1,4, ithalat birim değer endeksi yüzde 2 düştü."
Ekonomi,"Brent petrolün varili 83,85 dolar","Brent petrolün varili, uluslararası piyasalarda 83,85 dolardan işlem görüyor. Fiyatlardaki yükselişte, dünyanın en büyük petrol tüketicisi ülkeleri ABD ve Çin'de talep endişelerinin hafiflemesi etkili oldu."
Ekonomi,ABD'nin ticari ham petrol stokları azaldı,"ABD'nin ticari ham petrol stokları, geçen hafta önceki haftaya göre yaklaşık 1 milyon 400 bin varil azaldı."
Ekonomi,Doğu Karadeniz'in 4 aylık Türk somonu ihracatı yüzde 56 arttı,Doğu Karadeniz'den ocak-nisan döneminde yapılan Türk somonu ihracatı yüzde 56 artarak 44 milyon 292 bin 248 dolara ulaştı.
Ekonomi,Merkez Bankası enflasyon tahminini açıkladı,"Türkiye Cumhuriyet Merkez Bankası (TCMB) Başkanı Fatih Karahan, ""2024 yıl sonu enflasyon tahminini 2 puanlık güncellemeyle yüzde 38'e çektik."" dedi."
Ekonomi,Yılın ikinci enflasyon raporu bugün açıklanacak,Yılın ikinci enflasyon raporu bugün açıklanacak. Enflasyonda 3 yıllık tahmini patika da belli olacak.
Ekonomi,Bakan Bolat: İhracat İklimi Endeksi son 12 ayın en yüksek seviyesine çıktı,"Ticaret Bakanı Ömer Bolat, martta 51,6 olan İstanbul Sanayi Odası (İSO) Türkiye İmalat Sektörü İhracat İklimi Endeksi'nin nisanda 52,3'e yükselerek son 12 ayın en yüksek seviyesine çıktığını belirterek, ""İhracat pazarlarında talep koşullarının güçlenme eğilimi, ikinci çeyreğin başlangıcında da devam etti"" açıklamasını yaptı."
Ekonomi,TCMB: Menkul kıymet tesisine ilişkin düzenleme yürürlükten kaldırıldı,"Türkiye Cumhuriyet Merkez Bankası (TCMB), menkul kıymet tesisine ilişkin düzenlemeyi yürürlükten kaldırdı."
Ekonomi,Borsa günü düşüşle tamamladı,"Borsa İstanbul'da BIST 100 endeksi, günü yüzde 0,86 değer kaybederek 10.247,75 puandan tamamladı."
Ekonomi,"Rekabet Kurulu'ndan META'ya 1,2 milyar lira ceza","Rekabet Kurulu'nun ABD merkezli META şirketine başlattığı iki soruşturma da tamamlandı.
Kurul Whatsapp, Facebook ve Instagram gibi uygulamalara de sahip olan şirkete 1 milyar 234 milyon lira ceza verdi."
Ekonomi,İsveç Merkez Bankası'ndan faiz indirimi,"İsveç Merkez Bankası, sekiz yılın ardından ilk kez faiz oranında indirime gitti. Banka politika faizini 0,25 baz düşürülerek yüzde 3,75’e seviyesine çekti."
Ekonomi,Küresel piyasalar temkinli seyrediyor,"Küresel piyasalarda, yatırımcıların ABD Merkez Bankası'nın gelecek dönemde atacağı adımlara ilişkin daha net sinyaller beklemeye başlaması yön arayışını öne çıkarıyor."
Ekonomi,Türkiye uluslararası yatırımcıların odağında,"Ekonomi yönetimince atılan adımlar ve Orta Vadeli Program (OVP) hedeflerine olan bağlılığın devam etmesiyle Türkiye ekonomisine ilişkin belirsizlikler azalırken, Türk lirası varlıklara olan ilgi de artıyor."
Ekonomi,Ulusal Staj Programına yoğun ilgi,Gençlere kamu ve özel sektörde staj imkanı sunan Ulusal Staj Programına bu yıl 415 bin başvuru yapıldı. Başvuruların ardından stajyer havuzu iş verenlerin erişimine açıldı. İşverenler aradıkları niteliklere sahip gençlere staj teklifi sunuyor. Gençler de istedikleri teklifi kabul ederek staja başlayabiliyor.
Ekonomi,Nisanda en fazla satılan otomobil markaları belli oldu,"Türkiye otomobil ve hafif ticari araç pazarında bu yılın nisan ayında en fazla satışı yapılan markalar Fiat, Renault ve Volkswagen olarak sıralandı."
Ekonomi,Hava yolu trafiğinde rekor: Nisan ayında 18 milyona yakın yolcu taşındı,"Ulaştırma ve Altyapı Bakanı Abdulkadir Uraloğlu, nisan ayında Türkiye genelinde hizmet veren havalimanlarında 18 milyona yakın yolcu taşındığını, yolcu trafiğinin bir önceki yılın aynı ayına göre yüzde 53,7 arttığını açıkladı."
Ekonomi,Nisanda en fazla aylık reel getiri BIST 100 endeksinde oldu,"Tüketici fiyat endeksi ile indirgendiğinde nisanda en yüksek aylık reel getiri yüzde 3,59 ile BIST 100 endeksinde gerçekleşti."
Ekonomi,"Brent petrolün varil fiyatı 82,62 dolar","Brent petrolün varili, uluslararası piyasalarda 82,62 dolardan işlem görüyor."
Ekonomi,Borsa güne yükselişle başladı,"Borsa İstanbul'da BIST 100 endeksi, güne yüzde 0,21 yükselerek 10.358,10 puandan başladı."
Ekonomi,VİOP'ta endeks güne yükselişle başladı,"Borsa İstanbul Vadeli İşlem ve Opsiyon Piyasası'nda (VİOP) haziran vadeli BIST 30 endeksine dayalı kontrat, güne yüzde 0,1 artışla 12.030,00 puandan başladı."
Ekonomi,İhracatını en çok artıran ikinci il: Sakarya,"Sakarya'dan, nisan ayında 799 milyon dolarlık dış satım gerçekleştirildi."
Ekonomi,"Tüketici hakem heyetleri 4 ayda 1,9 milyar liralık uyuşmazlığı karara bağladı","Tüketici hakem heyetleri bu yılın ilk 4 ayında 1,9 milyar liralık uyuşmazlığı çözüme kavuşturdu. Bu dönemde, ürün ve hizmet bazında, ayakkabıya yönelik şikayetler yüzde 12,8 ile ilk sırada yer aldı."
Ekonomi,Küresel borçlar ilk çeyrekte 315 trilyon dolara ulaştı,"Küresel borçlar, bu yılın ilk çeyreğinde 315 trilyon dolara ulaşarak rekor tazeledi."
Ekonomi,Türkiye'de elektrik üretiminde yenilenebilirin payı yüzde 42'ye ulaştı,"Küresel elektrik üretiminde yenilenebilir enerji kaynaklarının payı 2023'te ilk kez yüzde 30'u aşarken, Türkiye elektriğinin yüzde 42'sini bu kaynaklardan üreterek küresel ortalamanın üzerine çıktı."
Ekonomi,Gözler yılın ikinci enflasyon raporunda,Yılın ikinci enflasyon raporu yarın açıklanacak. Enflasyonda 3 yıllık tahmini patika da belli olacak.
Ekonomi,SPK'den 5 kişiye 6 ay geçici işlem yasağı,"Sermaye Piyasası Kurulu (SPK), Akdeniz Yatırım Holding AŞ (AKYHO) pay piyasası ile Seyitler Kimya Sanayi AŞ (SEYKM) pay piyasasında gerçekleştirilen işlemlere ilişkin, 5 kişiye borsada 6 ay süreyle geçici işlem yasağı uygulanmasına karar verdi."
Ekonomi,"Hazine ve Maliye Bakanlığı ""KDV"" iddialarını yalanladı","Hazine ve Maliye Bakanlığı, bazı mecralarda yapılan ""KDV oran artışı yapıldığı"" haberlerinin gerçeği yansıtmadığını belirtilerek, halihazırda KDV artışına yönelik de herhangi bir çalışmanın olmadığını açıkladı."
Ekonomi,Türkiye'nin 5 yıllık kredi risk primi 282 baz puanın altına geriledi,"Türkiye'nin 5 yıllık kredi risk primi (CDS), Şubat 2021'den bu yana ilk kez 282 baz puanın altına indi."
Ekonomi,Türkiye'nin tohumda İsrail'e bağımlılığı yok,"Türkiye Tohumcular Birliği Yönetim Kurulu Başkanı Hacı Ömer Güler, Türkiye'nin tohumda ne İsrail'e ne de başka bir ülkeye bağımlı olduğunu belirterek, ""Tohumculuk sektörü olarak İsrail ile ticaretimizin durmasının ülkemize hiçbir olumsuz etkisi olmayacaktır"" dedi."
Ekonomi,54 ilin ihracatı ocak-nisan döneminde arttı,"Ticaret Bakanlığı, ocak-nisan döneminde 17 ilin 1 milyar doların üzerinde ihracat gerçekleştirdiğini, 54 ilde de ihracatın arttığını açıkladı. İstanbul, nisan ayında 4 milyar 75 milyon dolarla en fazla ihracat yapan il oldu."
Ekonomi,BIST 100 güne yükselişle başladı,"Borsa İstanbul'da BIST 100 endeksi, güne yüzde 0,15 yükselerek 10.282,75 puandan başladı."
Ekonomi,VİOP'ta endeks güne yükselişle başladı,"Borsa İstanbul Vadeli İşlem ve Opsiyon Piyasası'nda (VİOP) haziran vadeli BIST 30 endeksine dayalı kontrat, güne yüzde 0,2 artışla 11.927,00 puandan başladı."
Ekonomi,Küresel piyasalar pozitif seyrediyor,"Küresel piyasalarda, ABD Merkez Bankası'nın faiz indirimlerine bu sene başlayacağına yönelik fiyatlamaların güçlü kalması risk iştahını beslemeye devam ediyor."
Ekonomi,Roketsan sistemleri Malezya'da sergileniyor,"Roketsan, savunma sistemlerini Malezya'nın başkenti Kuala Lumpur'da düzenlenen Asya Savunma Hizmetleri fuarında sergiliyor."
Ekonomi,"Bankaların net karı martta 153,5 milyar lira oldu","Türk bankacılık sektörünün net karı, mart ayında 153,5 milyar lira oldu."
Ekonomi,"Rekabet Kurulu'ndan META'ya 335,7 milyon lira ceza","Rekabet Kurulu, META'nın, Türkiye'deki tüm 'Threads' kullanıcılarının profillerini devre dışı bırakarak uygulamanın faaliyetlerini sonlandırması üzerine, daha önce alınan tedbir kararında verilen günlük para cezasının sonlandırılarak, 335 milyon 730 bin 707 lira 20 kuruş idari para cezası uygulanmasına karar verdi."
Ekonomi,İnşaat malzemesi sanayi üretimi arttı,"Türkiye'nin inşaat malzemesi sanayi üretimi şubatta geçen yılın aynı dönemine göre yüzde 24,7 artış gösterdi."
Ekonomi,Bakan Kacır: Yeni bir teşvik programını hayata geçireceğiz,"Sanayi ve Teknoloji Bakanı Mehmet Fatih Kacır, ""Ülkemizi batarya ve enerji depolama teknolojileri gibi yenilikçi teknoloji alanlarında küresel ölçekteki mega yatırım merkezilerinden biri haline getireceğiz. Bunu yapmak adına, önümüzdeki dönemde yeni bir teşvik programını da hayata geçireceğiz"" dedi."
Ekonomi,"Altın ithalatı kota uygulamasıyla 3,2 milyar dolar geriledi",Hazine ve Maliye Bakanlığı'nca altın ithalatında uygulanan kotanın cari işlemler dengesini olumlu etkilediği kaydedildi. Kota uygulamasına başlanan 2023 yılı Ağustos ayından yıl sonuna kadar işlenmemiş altın ithalatı bir önceki yılın aynı dönemine göre 3 milyar 200 milyon dolar düşüşle 10 milyar 300 milyon dolara geriledi.
Ekonomi,Nisan ayı fiyat gelişmeleri raporu yayınlandı,"Türkiye Cumhuriyet Merkez Bankası'nın Nisan Ayı Fiyat Gelişmeleri Raporu'na göre, yıllık enflasyon gıdada gerilerken, diğer gruplarda yükseldi."
Ekonomi,Kahramanmaraş Uzay Havacılık için ortaklık süreci tamamlandı,"""Asrın felaketi"" olarak nitelendirilen depremlerin merkez üssü Kahramanmaraş'ta kurulan Kahramanmaraş Uzay Havacılık için ortaklık başvuru süreci tamamlandı. Şirkete ortaklık için 168 başvuru yapıldı."
Ekonomi,Yılın ikinci enflasyon raporu perşembe günü açıklanacak,"Türkiye Cumhuriyet Merkez Bankası, yılın 2. Enflasyon Raporu'nu 9 Mayıs Perşembe günü Ankara'da açıklayacak."
Ekonomi,Muş'ta okulun elektrik ihtiyacının yarısı güneş enerjisinden karşılanıyor,Muş Mesleki ve Teknik Anadolu Lisesinde 10 yıl önce çatıya kurulan güneş panelleriyle hem okulun elektrik ihtiyacının yarısı karşılanıyor hem de öğrencilere Güneş Enerji Santrali (GES) konusunda uygulamalı eğitim veriliyor.
Ekonomi,Emtia piyasasına geçen hafta yön arayışı hakim oldu,"Emtia piyasasında, geçen hafta küresel çapta hava durumu olaylarının üretime yönelik endişeleri artırmasına karşın, ABD Merkez Bankasına (Fed) ilişkin belirsizliklerin olumsuz etkilerinin, jeopolitik risklerin ve bazı ürünlerde arza yönelik endişelerin azalmasıyla yön arayışı hakim oldu."
Ekonomi,Türkiye'de 92 milyondan fazla mobil telefon abonesi var,"Türkiye'deki cep telefonu operatörleri arasında numarası taşıma sayısı mayıs ayı itibarıyla 180 milyon 503 bin olurken, sabit telefonlarda 2 milyon 630 bin olarak kayıtlara geçti."
Ekonomi,"Brent petrolün varil fiyatı 83,58 dolar","Brent petrolün varili, uluslararası piyasalarda 83,58 dolardan işlem görüyor."
Ekonomi,"Doğu Karadeniz'den 525,5 milyon dolarlık ihracat","Trabzon, Rize, Artvin ve Gümüşhane'den 2024'ün ocak-nisan döneminde yapılan ihracat 525 milyon 500 bin dolara ulaştı."
Ekonomi,Borsa yeni haftaya yükselişle başladı,"Borsa İstanbul'da BIST 100 endeksi, haftaya yüzde 0,05 yükselerek 10.282,33 puandan başladı."
Ekonomi,VİOP'ta endeks kontratı haftaya yükselişle başladı,"Borsa İstanbul Vadeli İşlem ve Opsiyon Piyasası'nda (VİOP) haziran vadeli BIST 30 endeksine dayalı kontrat, haftaya yüzde 0,5 artışla 11.953,50 puandan başladı."
Ekonomi,Küresel piyasalarda gözler Fed yetkililerine çevrildi,"Küresel piyasalarda, ABD'de geçen hafta açıklanan tarım dışı istihdam verisinin beklentilerin altında kalmasıyla ülke ekonomisinin ""yumuşak iniş"" yapabileceği beklentileri yeniden güç kazanırken, ABD Merkez Bankası (Fed) yetkililerinin hafta boyunca yapacağı sözle yönlendirmeler yatırımcıların odağına yerleşti."
Ekonomi,Haksız fiyat artışına 355 milyon lira ceza,Haksız Fiyat Değerlendirme Kurulu tarafından 2023 yılında fahiş fiyat artışı ve stokçuluk yaptığı tespit edilen işletmelere 355 milyon 804 bin 957 lira idari para cezası uygulandı.
Ekonomi,Kurumlar vergisi beyanında bugün son gün,"Kurumlar vergisi mükelleflerinin, 2023 hesap dönemine ait beyannamelerinin verilme ve bu beyannameler üzerine tahakkuk eden vergilerin ödeme süreleri bugün dolacak."
Ekonomi,"Batı Akdeniz'den 4 ayda 874,2 milyon dolarlık ihracat","Batı Akdeniz İhracatçılar Birliğine (BAİB) üye firmalar, yılın ilk 4 ayında 874 milyon 167 bin dolarlık ihracata imza attı. Nisanda en fazla ihracat yüzde 89,14'lük artışla (30 milyon 935 bin dolar) Çin'e yapıldı."
Ekonomi,Geçen ay satılan her iki elektrikli otomobilden 1'i Togg oldu,Türkiye elektrikli otomobil pazarında nisan ayında satış lideri 3 bin 3 adetle Togg olmaya devam etti. Nisan satışlarında Togg T10X'in ardından 739 adetle SsangYong Torres ve 361 adetle BMW X1 yer aldı.
Ekonomi,Cevdet Yılmaz: Enflasyon 2026'da tek hane olacak,"Cumhurbaşkanı Yardımcısı Cevdet Yılmaz, yaz aylarında enflasyonda ivme kaybı yaşanacağını belirterek, ""Aylık bazda ciddi düşüşler göreceğiz sonra da yıllık düşüşleri göreceğiz. Enflasyon gelecek yıl daha da düşecek, 2026 yılında ise tek haneye ulaşılacak"" dedi."
Ekonomi,Silivri ve Tuz Gölü'ndeki doğal gaz depolama tesisleri enerjisini yenilenebilir kaynaklardan alıyor,"Enerji ve Tabii Kaynaklar Bakanı Alparslan Bayraktar, Silivri ve Tuz Gölü'ndeki doğal gaz depolama tesislerinin enerjisini yenilenebilir enerjiden karşılamasıyla Avrupa'da örnek tesislerden olduğunu belirterek, ""Bu yıl yapacağımız ilave yatırımlarla RES ve GES kapasitelerini de artırmayı hedefliyoruz"" açıklamasını yaptı."
Ekonomi,Kurumlar vergisi beyanında yarın son gün,"Kurumlar vergisi mükelleflerinin, 2023 hesap dönemine ait beyannamelerinin verilme ve bu beyannameler üzerine tahakkuk eden vergilerin ödeme süreleri yarın doluyor."
Ekonomi,Noterlerde kredi kartıyla ödeme kolaylığı: 33 milyon 481 bin 625 işlemde kullanıldı,"Noterlik işlemlerinde kredi kartıyla ödeme imkanının getirildiği 3 Şubat 2020'den bugüne kadar 33 milyon 481 bin 625 işlemde kredi kartı kullanıldı, işlem hacmi 20 milyar 913 milyon 595 bin 105 lira olarak kayıtlara geçti."
Ekonomi,Kakao fiyatlarında rekor düşüş,"Kakao fiyatları, arz endişelerinin hafiflemesiyle bu hafta tüm zamanların en hızlı haftalık düşüşünü kaydetti. Kakaonun ton başına fiyatı bu hafta 8 bin 10 dolara geriledi."
Ekonomi,Türkiye Arıcılık Haritası güncellendi,"Tarım ve Orman Bakanı İbrahim Yumaklı, Türkiye Arıcılık Haritası'nın 2023 verileriyle güncellendiğini belirterek, ""Türkiye Arıcılık Haritası'na, yeni coğrafi işaret alan ballar ile damızlık ana arı üreten iller de eklendi"" ifadesini kullandı."
Ekonomi,Fatih Karahan Perşembe günü yılın 2. enflasyon raporunu açıklayacak,"Gözler yeni haftada ekonomik verilerde olacak. Merkez Bankası yılın ikinci enflasyon raporunu perşembe günü açıklayacak. Yıl sonu enflasyon tahminleri belli olacak.
TÜİK veri takviminde ise işsizlik, dış ticaret ve sanayi üretim endeksi öne çıkacak."
