Kategori,Başlık,İçerik
ÖZEL HABER,Dertli Divani’nin Sanatta 30’uncu Yılı,"2010 yılında UNESCO tarafından ‘Yaşayan İnsan Hazinesi’ seçilen Dertli Divani mahlaslı halk ozanı Veli Aykut, sanatta otuzuncu yılını kutluyor. Dertli Divani’nin otuzuncu yılı için 11 sanatçının katıldığı özel bir albüm hazırlandı. Dertli Divani, ozanların ""geçmişin mirasçısı, yaşadığı toplumun aynası"" olduğunu söylüyor."
Kültür-Sanat,"CSO Ada Ankara, Cumhuriyet Bayramı konserine ev sahipliği yapacak","Cumhurbaşkanlığı Senfoni Orkestrası (CSO), Cumhuriyet'in 99'uncu yılını, 28 ve 29 Ekim'de vereceği iki konserle kutlayacak."
Kültür-Sanat,TRT'den genç iletişimcilere ödül,"Türkiye'de yayıncılığın okulu olan TRT, sahip olduğu değeri ve birikimi gençlerle paylaşmaya devam ediyor. Bu yıl 8'incisi düzenlenen, 'TRT Geleceğin İletişimcileri Yarışmasında' ödüller sahiplerini buldu. Dereceye girenlere ödülleri Ankara'da verildi."
Kültür-Sanat,Türkçülük düşüncesinin fikir babası: Ziya Gökalp,"Milliyetçilik ve Türkçülük üzerine kaleme aldığı eserleriyle tanınan şair, yazar, düşünce adamı ve bürokrat Ziya Gökalp anılıyor."
Kültür-Sanat,Göbeklitepe'de öğütme taşları bulundu,"Göbeklitepe'de bu yılki kazılarda günlük kullanıma işaret eden öğütme taşları bulundu. Uzmanlar, analizlerin bu faaliyetlerin neler olduğu hakkında fikir vereceğini, bunları da bu kış döneminde yapmayı planladıklarını söyledi."
Kültür-Sanat,Vizyondaki TRT ortak yapımı filmlere izleyiciden yoğun ilgi,"Beyaz perdede TRT rüzgarı esiyor.  TRT ortak yapımı filmler, izleyicinin beğenisini kazanmaya devam ediyor. Bu hafta TRT ortak yapımı 2 yeni film daha vizyona girdi. 
Bandırma Füze Kulübü ve Aslan Hürkuş: Görevimiz Gökbey sinemaseverlerle buluştu. Öte yandan TRT ortak yapımı animasyon filmi Tay'ın da gösterimi sürüyor."
Kültür-Sanat,Boğaziçi Film Festivali’nde TRT ortak yapımı ve TRT destekli 12 film yarışıyor,TRT'nin kurumsal iş ortaklığıyla düzenlenen 10'uncu Boğaziçi Film Festivali'nin açılış töreni yapıldı. Bir hafta sürecek festivalde TRT ortak yapımı ve TRT destekli filmler de yarışıyor. İstanbul Beyoğlu'nda yapılan açılış töreninde katkılarından dolayı TRT'ye plaket verildi.
Kültür-Sanat,"TRT ortak yapımı ""Bandırma Füze Kulübü"" filmine konu olan kulübün öyküsü","Türkiye'de ilk füze kulübü, 1957 yılında Bandırmalı bir grup lise öğrencisi tarafından kuruldu. Öğrenciler, imkansızlıklara rağmen tasarladıkları füzeleri gökyüzüne gönderdi.
Denemeleri başarılı olmadı belki, ama öyküleri genç kuşaklara yol gösterdi. TRT Haber ekibi, Bandırma Füze Kulübü filmine konu olan kulübün öyküsünü sizler için derledi."
Kültür-Sanat,“Kuşlar konuşabilselerdi ‘yeter artık’ derlerdi”,"Zeytinburnu Belediyesi Bilgi Evleri, İKSV 17. İstanbul Bienali kapsamında gerçekleştirilen “Kuşlar Ne Düşünüyor?” atölyesine ev sahipliği yapıyor. Proje çocukların doğa hakkında düşünmelerini ve hayal güçlerini harekete geçirmeyi amaçlıyor."
Kültür-Sanat,Türk devletleri 'Ortak Alfabe Komisyonu' kurdu,"Türk devletlerinin ortak bir alfabeye geçmesi ve dilde birlik sürecinin hızlandırılması amacıyla ""Ortak Alfabe Komisyonu"" kuruldu."
Kültür-Sanat,İki şehrin tatlı rekabeti: Kaburga dolması,"Diyarbakır ve Mardin'de en çok tercih edilen yöresel lezzetlerden kaburga dolması, iki il arasında tatlı bir rekabete dönüştü."
Kültür-Sanat,Bu hafta 5 film vizyona girecek,"Sinema salonlarında bu hafta üçü yerli, 5 film vizyona girecek."
Kültür-Sanat,"TRT ortak yapımı ""Aslan HÜRKUŞ: Görevimiz GÖKBEY"" yarın vizyona girecek","TRT Çocuk kanalının mucit kahramanı Aslan'ın ikinci sinema filmi ""Aslan HÜRKUŞ: Görevimiz GÖKBEY"" vizyona giriyor. 3D animasyon türündeki filmde, GÖKBEY ile uçuş testi sırasında bir araya gelen Aslan, arkadaşları ve HÜRKUŞ’un maceraları anlatılıyor. Film, yarın tüm sinemalarda gösterime girecek."
Kültür-Sanat,Yusuf İslam Türkiye'deki ilk konserini verdi,"İngiliz müzisyen Yusuf İslam, Kültür ve Turizm Bakanlığı tarafından düzenlenen Beyoğlu Kültür Yolu Festivali kapsamında Türkiye'de ilk kez konser verdi."
Kültür-Sanat,TRT ortak yapımı 'Bandırma Füze Kulübü' filminin galası Ankara'da yapıldı,"Bandırma'dan NASA'ya uzanan bir mücadele...Gerçek yaşam hikayelerinden esinlenerek çekilen TRT ortak yapımı 'Bandırma Füze Kulübü' filmi, 21 Ekim'de sinemaseverlerle buluşacak. Filmin galası Ankara'da yapıldı."
Kültür-Sanat,TRT ortak yapımı 'Bandırma Füze Kulübü' filmi gençlere ilham kaynağı olacak,"Uzaya füze gönderme hayalleri kuran liseli gençlerin başarı hikayesini konu alan, TRT ortak yapımı ""Bandırma Füze Kulübü"", 21 Ekim'de sinemaseverlerle buluşacak."
Kültür-Sanat,TRT'nin unutulmaz spikeri Bülend Özveren hayatını kaybetti,"TRT'nin duayen ismiydi, Eurovision Şarkı Yarışması'nı yıllarca sundu. 79 yaşındaki usta televizyoncu Bülend Özveren, İstanbul'da tedavi gördüğü hastanede hayatını kaybetti."
Kültür-Sanat,Assos kazısında bulunan bir amforada 1600 yıllık kılçık kalıntılarına ulaşıldı,"Antik tiyatrosu, agorası, nekropolü ve surlarıyla kültürel miras ve zenginlikleri bünyesinde barındıran Assos'ta devam eden kazılarda, çöplük olarak kullanıldığı belirlenen bir alandan çıkarılan amfora içinde orkinos balığına ait olduğu belirlenen 1600 yıllık kılçık kalıntıları bulundu."
Kültür-Sanat,"DT 9 ilde 4 farklı oyunla ""perde"" diyecek","Devlet Tiyatroları (DT), 18-23 Ekim'de 9 ilde 4 farklı oyunla seyirci karşısına çıkacak."
Kültür-Sanat,Oyuncu Demiray Erül yaşamını yitirdi,"Tiyatro, sinema, dizi oyuncusu ve seslendirme sanatçısı 84 yaşındaki Demiray Erül, Muğla'nın Bodrum ilçesinde tedavi gördüğü hastanede yaşamını yitirdi."
ÖZEL HABER,"Atom Bombasının Mucidi, ""Nasıl Olsa Kullanılmaz..."" Diye Düşünmüş","Atom bombasının mucidi Robert Oppenheimer, yüzbinlerce insanı bir anda öldüren silahı, Japonya’ya değil, Hitler’e karşı caydırıcı olsun diye icat etmiş. Üstelik, bu silahın kullanılabileceğini de düşünmemiş, “caydırıcı” olur diye öngörüde bulunmuş."
Kültür-Sanat,Oyuncu Billur Kalkavan hayatını kaybetti,Bir süredir kanser ile mücadele eden oyuncu Billur Kalkavan 59 yaşında yaşamını yitirdi.
Kültür-Sanat,Netflix rekor abone kaybının ardında reklamlı üyelik dönemini başlatıyor,"Netflix, art arda abone kaybetmesinin ardından, önümüzdeki ay 12 ülkede reklamlı üyelik planını devreye sokuyor. Türkiye, bu seçeneğin olacağı açıklanan ilk ülkeler arasında yer almıyor."
Kültür-Sanat,Bu hafta 8 film vizyona girecek,"Sinema salonlarında bu hafta 2'si yerli, 8 film vizyona girecek."
Kültür-Sanat,11. Uluslararası Portakal Çiçeği Karnavalı 25-30 Nisan'da yapılacak,"Kültür ve Turizm Bakanlığı tarafından ""Türkiye Kültür Yolu Festivalleri"" kapsamına alınan Uluslararası Portakal Çiçeği Karnavalı, 25-30 Nisan'da yapılacak."
Kültür-Sanat,Beşparmak Dağı'na yaslanan Yediler Manastırı antik rotanın uğrak noktası,"National Geographic küresel seyahat editörlerinin 2021 yılı dünya yürüyüş rotaları seçkisine dahil ettiği Karya Yolu üzerindeki Yediler Manastırı etabı, freskleri, manastır kalıntıları, ilginç görünümlü kayaları ve manzarasıyla ziyaretçilerine eşsiz bir deneyim sunuyor."
Kültür-Sanat,İznik Gölü'nü kuraklık vurdu: 2 bin yıllık tarih gün yüzüne çıktı,Türkiye’nin 5. büyük gölü olan İznik Gölü'nde kuraklık çapıcı boyutlara ulaştı. Göldeki aşırı çekilme sebebiyle dünyanın en önemli tarihi eserleri arasında bulunan 2 bin yıllık tarihi bazilika sular üzerinde kaldı.
Kültür-Sanat,"Bingöl'de ""Geleneksel Kültür ve Spor Şenliği"" başladı","Genç ilçesinde Kaymakamlık ve Dünya Etnospor Konfederasyonu'nun destekleriyle düzenlenen ""Geleneksel Kültür ve Spor Şenliği"" başladı."
Kültür-Sanat,Usta seslendirme sanatçısı Ayhan Kahya hayatını kaybetti,"Gişe rekortmeni filmlerdeki karakterlere yaptığı Türkçe seslendirmeyle akıllarda yer edinen Ayhan Kahya, hayatını kaybetti."
Kültür-Sanat,Sevgi ve Hoşgörünün Zirvesi Hacı Bayram Veli İçin Müze Kuruldu,Ankara’nın manevi merkezi konumundaki Hacı Bayram Veli türbesini hemen herkes bilir. Agustus Tapınağı ile yan yana olan cami ve türbeyi ziyaret edenler için bir yeni adres daha oluşturuldu: Hacı Bayram Veli Müzesi…
Kültür-Sanat,"Fotoğrafçı Saita, Afrika'daki deneyimlerini Ankara'daki Afrika Evi'nde anlattı","Afrika'nın alışılmadık yüzü Ankara'da tanıtıldı. Afrika ülkelerinin dilleri, kültürel zenginliği ve sanatı Afrika Kültür Evi'nde anlatıldı. Fotoğraf sanatçısı ve gezgin Sevde Sevan Usak Saita, Afrika'yla ilgili izlenimlerini Başkent Kültür yolu etkinlikleri kapsamında paylaştı."
Kültür-Sanat,TRT 1’in ilgiyle izlenen dizisi 'Balkan Ninnisi' başarısını ödülle taçlandırdı,"TRT 1’in sevilen dizisi “Balkan Ninnisi”, Rumeli Balkan Dernekleri Federasyonu tarafından “En İyi Dizi” ödülüne layık görüldü. Dizi ekibi duygularını TRT izleyicisiyle paylaştı."
Kültür-Sanat,Altın Portakal Film Festivali'nde ödüller sahiplerini buldu,"59. Antalya Altın Portakal Film Festivali kapsamında Ulusal Uzun Metraj Film Yarışması'nda ""En İyi Film Ödülü""nü, Özcan Alper'in yönettiği ""Karanlık Gece"" kazandı."
Kültür-Sanat,Muğla'da çiftçinin traktörüyle sürdüğü tarlada 2400 yıllık oda mezar bulundu,"Muğla'nın Milas ilçesinde bir çiftçinin traktörüyle sürdüğü tarlada, 2400 yıllık olduğu değerlendirilen oda mezara rastlandı."
Kültür-Sanat,Hollanda'da Kırmızı Lale Film Festivali başladı,"Hollanda'da bu yıl 8'incisi düzenlenen Kırmızı Lale Film Festivali başladı. Yunus Emre Enstitüsü desteğiyle yapılan festival, 15 Ekim'e kadar sürecek."
ÖZEL HABER,"Manas Destanı'nı aralıksız 124 saat okudu, dünya rekoru kırdı","Dünyanın en uzun destanı Manas, 500 bin 553 mısradan oluşuyor. 124 saat Manas okuyan Kırgız Manasçı Rısbai İsakov, Guinness Rekorlar Kitabı'na girdi. Kırgız Manasçı Rısbai İsakov, TRT Haber'in sorularını yanıtladı."
Kültür-Sanat,Bu hafta 7 film vizyona girecek,"Bu hafta 5'i yerli, 7 film vizyona girecek."
Kültür-Sanat,Nobel Edebiyat Ödülü'nün sahibi belli oldu,2022 Nobel Edebiyat Ödülü'nü Fransız yazar Annie Ernaux kazandı.
Kültür-Sanat,TRT ortak yapımı 'Kar ve Ayı' Türkiye'de seyirciyle ilk kez Antalya'da buluştu,"59. Antalya Altın Portakal Film Festivali devam ediyor. Dünya prömiyerini 47. Toronto Uluslararası Film Festivali'nde yapan TRT Ortak Yapımı ""Kar ve Ayı"" filmi Türkiye'de seyirciyle ilk kez Antalya'da buluştu."
Kültür-Sanat,Adramytteion kazısında Roma hamamına ait yer altı ısıtma sistemi bulundu,Balıkesir'in Burhaniye ilçesinde sahile yakın bölgede 11 yıldır süren Adramytteion Antik Kenti kazısında Roma Dönemi'ne ait hamamın yer altı ısıtma sistemine ulaşıldı.
Kültür-Sanat,Perre Antik Kenti'ndeki kazılarda 1800 yıllık askeri madalya bulundu,Perre Antik Kenti'nde 2001 yılında başlayan ve aralıklarla süren kazı çalışmalarında 1800 yıllık askeri madalya bulundu.
Kültür-Sanat,Cumhurbaşkanlığı Sözcüsü Kalın AKM'de konser verdi,"Cumhurbaşkanlığı Sözcüsü İbrahim Kalın, İstanbul Uluslararası Halk Müzikleri Festivali'nde bir konser verdi. Kalın'ın türkü ziyafetini davetliler ilgiyle takip etti."
Kültür-Sanat,Adana Lezzet Festivali bu hafta başlıyor,"Bu yıl 6. kez düzenlenecek Adana Lezzet Festivali, 7 Ekim'de başlayacak. Festivale 500 binden fazla ziyaretçi bekleniyor."
Kültür-Sanat,Paylaşılamayan tescilli lezzet: Büryan kebabı,Kuyu şeklindeki tandırlarda pişirilen büryan kebabı Siirt ve Bitlis'te ayrı ayrı tescile kavuşmasına rağmen aradaki tatlı rekabet bitmedi.
Kültür-Sanat,"TRT 1'in sevilen dizisi ""Teşkilat"" 3. sezonuyla ekranlara döndü","Pazar akşamlarının vazgeçilmezi, TRT 1'in reyting rekortmeni dizisi ""Teşkilat"" seyircilerine yeniden ""merhaba"" dedi. Heyecanın hiç dinmediği dizinin yeni sezonunu oyuncuları anlattı."
Kültür-Sanat,Savatra Antik Kenti'nde kazı çalışmaları sürüyor,Konya'nın Karatay ilçesine bağlı Yağlıbayat Mahallesi'nde yer alan iki bin yıllık antik Roma Savatra Antik Kenti'ni gün yüzüne çıkarma çalışmaları sürüyor.
Kültür-Sanat,Dünya Göçebe Oyunları'nı yaklaşık 1 milyon kişi ziyaret etti,"Dünya Göçebe Oyunları Organizasyon Komitesi ve Türkiye Geleneksel Spor Dalları Federasyonu Başkanı Hakan Kazancı, ""Sayılara baktığımızda bir milyona yaklaşık bir ziyaretçi akınına uğradık. Özellikle dün alanımız çok çok yoğundu."" dedi."
Kültür-Sanat,Aigai Antik Kenti'nde bulunan mermer yazıtın sırrı çözüldü,"Manisa'daki Aigai Antik Kenti'nde, 2005 yılında bulunan 3 parça mermer yazıtın tercümesi yapıldı. Yazıtta, Aigaililerin, Roma İmparatoru'na gönderdiği elçi aracıyla keçi derisinden alınan vergilerin, her toplayıcı tarafından farklı alınmasıyla ilgili şikayeti ve imparatorun kurala uymayanların cezalandırılması için talimat verdiği ortaya çıktı."
Kültür-Sanat,"Fethiye'de ""3. Uluslararası Fethiye Spor Festivali"" başladı","Muğla'nın Fethiye ilçesinde bu yıl üçüncüsü düzenlenen ""Uluslararası Fethiye Spor Festivali"" başladı."
Kültür-Sanat,59'uncu Antalya Altın Portakal Film Festivali geleneksel kortej geçişiyle başladı,Türk sinemasının en uzun soluklu film festivali 59'uncu kez kapılarını açtı. Antalya Altın Portakal Film Festivali geleneksel kortejle başladı.
ÖZEL HABER,Dünyanın ortak lezzeti: Kahve,"Acısı, tatlısı, sadesi ve ortası… Güne başlarken, günü bitirirken, yemekten önce ya da sonra. Damak tadına göre değişen, binbir çeşidiyle tüketimi her geçen gün artan evrensel içeceklerden biri: Kahve. Böyle bir lezzetin tüm uluslarda ortak kutlanıldığı bir günü var: 1 Ekim Dünya Kahve Günü."
Kültür-Sanat,Beyoğlu Kültür Yolu Festivali'nin açılışı yapıldı,"Türkiye Kültür Yolu Festivalleri bünyesinde üçüncü kez düzenlenen ""Beyoğlu Kültür Yolu Festivali"" Atatürk Kültür Merkezi'nde gerçekleştirilen gala programıyla başladı."
Kültür-Sanat,Altın Portakal 59. kez sinemaseverleri ağırlayacak,"Antalya Altın Portakal Film Festivali bu yıl 59. kez sinemaseverlerle buluşacak. 1-8 Ekim'de düzenlenecek festival, film gösterimlerine ve çeşitli etkinliklere ev sahipliği yapacak."
Kültür-Sanat,Devlet Tiyatroları’nın 2022-2023 sezonu ekim ayında başlıyor,"Türkiye’nin en büyük kültür ve sanat kurumu Devlet Tiyatroları, 1 Ekim Cumartesi itibarıyla perdelerini açıyor. Birbirinden farklı oyunlarla yeni sezonda da 7’den 70’e herkesi kültür ve sanatla buluşturuyor."
Kültür-Sanat,Hollanda'ya kaçırılan kitabe yeniden ait olduğu topraklarda,Hollanda'da bir müzayede evinde satışa konulan ve Türkiye'den yasa dışı yollarla çıkarıldığı belirlenen Şile Bozgoca Camii Kitabesi anavatanına geri döndürüldü.
Kültür-Sanat,James Bond'un otomobili 60 milyon TL'ye satıldı,James Bond serisinin son filmi 'Ölmek İçin Zaman Yok'ta kullanılan otomobil açık artırmaya çıkarıldı. Daniel Craig'in başrolde yer aldığı 25’inci Bond filminde kullanılan otomobil 60 milyon TL’ye satıldı.
Kültür-Sanat,Neşet Ertaş'ın ailesi Gönül Dağı setini ziyaret etti,"TRT'nin sevilen dizisi Gönül Dağı, ismini büyük halk ozanı Neşet Ertaş'ın türküsünden alıyor. Neşet Ertaş'ın ailesi, kültürel değerleri ve türkülerimizi hatırlatan dizinin setini ziyaret etti."
Kültür-Sanat,Antik Roma Hipodromu Projesi uzmanları ayağa kaldırdı,"Uzun yıllardır İstanbul'un tarihi mirası üzerine araştırma ve çalışmalar yapan uzmanlar, İstanbul Büyükşehir Belediyesinin (İBB) Sultanahmet'teki Antik Roma Hipodromu Projesi'nin şehrin tarihi dokusunda ""vahim problemler"" ortaya çıkaracağından endişe ediyor."
Kültür-Sanat,Bu hafta 11 film vizyona girecek,"Sinema salonlarında bu hafta 8'i yerli, 11 film vizyona girecek."
Kültür-Sanat,"Besteci ve piyanist Aydın Karlıbel, 35 yıl sonra İDOB'dan emekli oldu","Cemal Reşit Rey’in son öğrencilerinden besteci ve piyanist Aydın Karlıbel, ""İDOB’da 35. Yıl Konseri"" ile emekliye ayrıldı."
Kültür-Sanat,"""Ordu melocan kavurması""na coğrafi işaret","Ordu'nun vazgeçilmez lezzetlerinden ""Ordu melocan kavurması""na coğrafi işaret tescil belgesi verildi."
Kültür-Sanat,"""Medeniyetlerin beşiği"" İznik'te Dünya Göçebe Oyunları heyecanı yaşanacak",Bursa'nın İznik ilçesinde yarın başlayacak 4. Dünya Göçebe Oyunları için hazırlanan alanda çalışmalar tamamlandı.
Kültür-Sanat,4. Dünya Göçebe Oyunları İznik'te başlayacak,"Dünya Etnospor Konfederasyonu tarafından bu yıl dördüncü kez düzenlenecek Dünya Göçebe Oyunları, 29 Eylül Perşembe günü başlayacak."
Kültür-Sanat,'Boncuklu Tarla'da 12 bin yıllık kamu binasının kalıntılarına ulaşıldı,"Mardin'in Dargeçit ilçesinin Ilısu Mahallesi'ndeki Boncuklu Tarla'da yürütülen kazı çalışmasında 12 bin yıllık ""kamu binası""nın kalıntıları bulundu."
Kültür-Sanat,"""Sezar'ın Kalesi""nde antik tiyatro gün yüzüne çıkarılıyor","Roma İmparatoru Jül Sezar'ın dünyaca ünlü, ""Veni, vidi, vici (geldim, gördüm, yendim)"" sözünü söylediği belirtilen Zile'deki tarihi kalede sürdürülen kazı çalışmalarında antik tiyatronun seyirci basamakları gün yüzüne çıkarılıyor."
Kültür-Sanat,Türkiye'nin ilk 'Kelime Müzesi'nde Türkçe somut hale geliyor,"Türkiye'nin ilk 'Kelime Müzesi' Ankara'da açıldı. Müze, Türkçe'nin kelime hazinesi açısından sahip olduğu zenginliği somut şekilde ortaya koyuyor. Sanatçıların kelimeleri dokunulabilir hale getirdiği müzede sergilenmek üzere, Gazi Mustafa Kemal Atatürk'ün dijital heykeli yapıldı."
Kültür-Sanat,Camaltı Sergisi Eskişehir'de sanatseverlerle buluştu,"Ressam Devabil Kara, 32. kişisel sergisini Eskişehir Kent Müzeleri Kompleksi Sergi Salonu’nda açtı. Camaltı Resim tekniğiyle hazırlanan eserlerin yer aldığı sergi, 7 Ekim'e kadar gezilebilecek."
Kültür-Sanat,"""Tay"" filmi 7'den 70'e izleyiciden yoğun ilgi görüyor","TRT ortak yapımı ""Tay"" filmi vizyonda. Hazreti Muhammed'in ""Hicret"" yolculuğunu konu alan masal tadındaki animasyon film, minik izleyicilerle buluştu. 7'den 70'e herkesin izlemeye geldiği filme Türkiye'nin dört bir yanında yoğun ilgi vardı."
Kültür-Sanat,'Bozkırın tezenesi' vefatının 10. yılında mezarı başında anıldı,"2012 yılında hayatını kaybeden 'bozkırın tezenesi' Neşet Ertaş, vefatının 10. yılında memleketi Kırşehir'deki mezarı başında anıldı."
Kültür-Sanat,Bakan Ersoy Çanakkale Gelibolu Tarihi Sualtı Parkı'nda anı dalışına katıldı,"Kültür ve Turizm Bakanlığınca düzenlenen Türkiye Kültür Yolu Festivalleri kapsamındaki Troya Kültür Yolu Festivali etkinliklerinde, Gelibolu Tarihi Sualtı Parkı'nda anı dalışı yapıldı."
Kültür-Sanat,Osmanlı'dan günümüze Hırvatistan'daki Türkleri anlatan kitap okuyucuyla buluştu,"""Hırvatistan’daki Türkler"" kitabı, Osmanlı İmparatorluğu döneminde Hırvatistan’a yerleşmiş Türk topluluğunun günümüze kadarki varoluş sürecine ışık tutuyor."
Kültür-Sanat,Tezgahının başında geleneksel motiflere hayat veriyor,"Halıcılık sanatında eski günlerini arayan Uşak'ta kaybolmaya yüz tutan motiflerin yaşatılması için çaba gösteren 62 yaşındaki usta dokuyucu Hacer Bozak, geleneğe hayat vermek için günde ortalama 7 bin ilmek atıyor."
Kültür-Sanat,'7. Uluslararası İstanbul Arapça Kitap Fuarı' 1 Ekim'de başlayacak,"Bu yıl ""Sınırsız Bir Dünya"" temasıyla yola çıkan ""7. Uluslararası İstanbul Arapça Kitap Fuarı"", 1-9 Ekim'de İstanbul Fuar Merkezi'nde okurlarla buluşacak."
Kültür-Sanat,İstanbul-Ankara arasındaki tarihi kervan yolunun izi sürülecek,"Ankara Üniversitesince yürütülecek yüzey araştırmalarında Ankara'nın Osmanlı başkenti İstanbul ile siyasi, kültürel ve ekonomik ilişkilerinin izleri ortaya çıkarılacak. İki şehir arasındaki kervan yolunun yüzey araştırmasıyla izi sürülecek. Tarihi güzergah, koordinatlarıyla harita üzerinde konumlandırılacak."
DOSYA HABER,Türk dil birliğinin fikir adamı: İsmail Gaspıralı,"Türk dünyasının ""ortak"" bir edebi dilde buluşmasını isteyen, Kırımlı fikir adamı İsmail Gaspıralı'nın vefatının 108'inci yılı. Peki İsmail Gaspıralı kimdir, dil birliği hakkındaki görüşleri nelerdir? Detaylar haberimizde..."
Kültür-Sanat,Ünlü bestekar Zeynettin Maraş yaşamını yitirdi,"""Gizli Aşk Bu"" ve ""İnleyen Nağmeler""in de aralarında bulunduğu çok sayıda ünlü şarkının bestecisi Zeynettin Maraş, 95 yaşında hayatını kaybetti. Maraş'ın cenazesi 25 Eylül'de Kocatepe Mezarlığı'nda toprağa verilecek."
Kültür-Sanat,Ulucak Höyüğü'nde 8 bin 500 yıllık heykelcikler bulundu,"İzmir'in Kemalpaşa ilçesindeki Ulucak Höyüğü'nde yapılan kazı çalışmalarında, üzerinde hayvan motiflerinin yer aldığı, 8 bin 500 yıllık heykelcikler bulundu."
Kültür-Sanat,Tarihin sıfır noktası Göbeklitepe'de ziyaretçi sayısı 500 bine yaklaştı,Şanlıurfa'da 12 bin yıllık geçmişiyle 'tarihin sıfır noktası' olarak nitelendirilen ve UNESCO Dünya Mirası Listesi'nde yer alan Göbeklitepe'yi yılın 8 ayında 495 bin 725 kişi ziyaret etti.
Kültür-Sanat,Bu hafta 10 film vizyona girecek,Sinema salonlarında bu hafta 7'si yerli 10 film vizyona girecek.
Kültür-Sanat,Olimpos'ta kent dokusunu tanımlayabilecek bulgulara ulaşıldı,"Antalya'nın Kumluca ilçesindeki Helenistik, Roma ve Bizans dönemlerine ait kalıntıları barındıran Olimpos Antik Kenti'nde 16 yıldır devam eden kazılarda, kent dokusunu tanımlayabilecek bulgulara ulaşıldığı duyuruldu."
Kültür-Sanat,Sinop Tarihi Cezaevi ve Müzesi'ndeki restorasyonda sona doğru,Avrupa Birliğinin desteğiyle Kültür ve Turizm Bakanlığınca Sinop Tarihi Cezaevi ve Müzesi'nde sürdürülen restorasyon çalışmalarının yıl sonunda tamamlanması planlanıyor.
Kültür-Sanat,TRT Ortak Yapımı 'Tay'ın İstanbul Galası Düzenlendi,"Hz. Muhammed'in hicret yolculuğunu konu alan TRT ortak yapımı ""TAY"" filminin İstanbul’da galası gerçekleştirildi."
Kültür-Sanat,Sinemalarda 10 yeni film gösterime giriyor,Sinema salonlarında bu hafta 7'si yerli 10 film vizyona girecek.
DOSYA HABER,SSCB’de Kırım’ın sesi: Cengiz Dağcı,"""Bize Tatar, Çerkez, Türkmen, Kazak, Özbek, Azer, Karakalpak, Çeçen, Uygur, Kabardı, Başkurt, Kırgız diyorlar. Bunlar hep yalan! Deniz parçalanmaz. Biz Türk-Tatarız"" diyen Kırımlı yazar Cengiz Dağcı’yı, vefatının 11. yılında haberimizde anlattık."
Kültür-Sanat,Keykubadiye Sarayı'ndaki 800 yıllık su kanalları gün yüzüne çıkarılıyor,Selçuklu Sultanı 1. Alaeddin Keykubad tarafından 1220'li yıllarda Kayseri'de yaptırılan Keykubadiye Sarayı'nda devam eden kazı çalışmalarında pişmiş topraktan yapılmış su kanallarına rastlanıyor.
Kültür-Sanat,Taşlıgeçit Höyüğü'de ikinci dönem kazılarına başlandı,Gaziantep'in İslahiye ilçesinde bulunan Taşlıgeçit Höyüğü'nde ikinci etap kazılara başlandı.
Kültür-Sanat,"TRT ortak yapımı ""Tay"" filminin galası yapıldı","TRT ortak yapımı ""Tay"" filmi beyaz perde için gün sayıyor. Hazreti Muhammed'in Hicret yolculuğunu konu alan animasyon film, 23 Eylül'de izleyicilerle buluşacak."
Kültür-Sanat,Başkent Kültür Yolu Festivali 1 Ekim'de başlıyor,"Kültür ve Turizm Bakanlığı'nca düzenlenen Türkiye Kültür Yolu Festivalleri kapsamındaki ""Başkent Kültür Yolu Festivali"" 1 Ekim'de başlayacak. 23 Ekim'e kadar sürecek festivalin biletleri, öğrencilere yüzde 50 indirimli olacak."
ÖZEL HABER,"Fırçası iğne, tuvali kasnak, boyası iplik",Geleneksel nakış kalıplarının dışına çıkarak eserlerini yapıyor. Bazen bir fotoğraf bazen bir film sahnesi veya tarihi bir yapıdan ilham alıyor. Tuval olarak kullandığı kasnağına birbirinden özel eserler işliyor.
Kültür-Sanat,TRT 1'in sevilen dizisi 'Alparslan: Büyük Selçuklu' sezonu açtı,"TRT 1'in milyonları ekrana kilitleyen dizisi ""Alparslan: Büyük Selçuklu""nun yeni sezonu başladı. Senaryosuyla, oyuncularıyla, dekorlarıyla büyük beğeni kazanan dizinin ekibi yeni sezonun ilk bölümünü İstanbul'da Atlas Sinemasında birlikte izledi."
Kültür-Sanat,Isparta'da lise öğrencisi Sırbistan'daki resim yarışmasında dünya üçüncüsü oldu,"Isparta'da lise öğrencisi Zeynep Nisa Kuntbilek, Sırbistan'da düzenlenen ""Avrupa'nın Sevinci 2022"" isimli resim yarışmasına dünya üçüncüsü oldu. Kuntbilek, ilerleyen yaşlarında resim sergisi açmanın en büyük hayali olduğunu söyledi."
Kültür-Sanat,Altın Koza Film Festivali ödülleri sahiplerini buldu,Adana Büyükşehir Belediyesince bu yıl 29'uncusu düzenlenen Uluslararası Adana Altın Koza Film Festivali kapsamında Ulusal Uzun Metraj Film Yarışması ödülleri düzenlenen törenle sahiplerini buldu.
Kültür-Sanat,"TRT ortak yapımı ""Tay"" filmi vizyona giriyor","TRT ortak yapımı ""Tay"" filmi beyaz perde için gün sayıyor. Hazreti Muhammed'in ""Hicret"" yolculuğunu konu alan animasyon film, 23 Eylül'de izleyicilerle buluşacak."
